"","sorted_reads.bam"
"258524",0
"258525",0
"258526",0
"258527",0
"258528",0
"258529",0
"258530",0
"258531",0
"258532",0
"258533",1
"258534",0
"258536",0
"258537",0
"258538",0
"258540",0
"258541",0
"258542",0
"258543",0
"258544",0
"258545",0
"258546",0
"258547",0
"258548",0
"258549",0
"258550",0
"258551",0
"258552",0
"258553",0
"258554",0
"258555",0
"258557",0
"258558",0
"258559",0
"258560",0
"258561",0
"258562",0
"258563",0
"258564",0
"258565",0
"258566",0
"258568",0
"258569",0
"258570",0
"258571",21
"258572",0
"258573",0
"258575",0
"258577",0
"258579",0
"258580",0
"258581",0
"258582",0
"258583",0
"258584",0
"258585",0
"258586",0
"258587",0
"258589",0
"258590",0
"258591",0
"258592",0
"258593",0
"258594",0
"258595",0
"258597",0
"258598",0
"258600",0
"258601",0
"258602",0
"258603",0
"258604",0
"258605",0
"258606",0
"258607",0
"258608",0
"258609",0
"258610",0
"258611",0
"258612",0
"258613",0
"258614",0
"258615",0
"258616",0
"258617",0
"258618",0
"258620",0
"258621",0
"258622",0
"258623",0
"258624",0
"258625",0
"258626",0
"258627",0
"258628",0
"258629",0
"258630",0
"258631",0
"258632",0
"258633",0
"258634",0
"258635",1
"258636",0
"258638",0
"258639",0
"258640",0
"258641",0
"258643",0
"258644",0
"258645",0
"258647",0
"258648",0
"258649",0
"258650",0
"258652",0
"258653",0
"258654",0
"258655",0
"258656",0
"258657",0
"258658",0
"258659",0
"258660",0
"258661",0
"258662",0
"258663",0
"258665",0
"258666",0
"258667",0
"258668",0
"258669",0
"258670",0
"258671",0
"258672",0
"258673",0
"258674",0
"258675",0
"258676",0
"258677",0
"258678",0
"258679",0
"258680",0
"258681",0
"258682",0
"258683",0
"258684",0
"258685",0
"258686",0
"258687",0
"258688",0
"258689",0
"258690",0
"258691",0
"258692",0
"258693",0
"258694",0
"258695",0
"258696",0
"258697",0
"258698",0
"258699",0
"258700",0
"258701",0
"258702",0
"258703",0
"258704",0
"258705",0
"258706",0
"258708",0
"258709",0
"258710",0
"258711",0
"258712",0
"258713",0
"258715",0
"258716",0
"258717",0
"258718",0
"258719",0
"258720",0
"258721",0
"258722",0
"258723",0
"258724",0
"258725",0
"258726",0
"258727",0
"258728",0
"258729",0
"258730",0
"258731",0
"258732",0
"258733",0
"258734",0
"258736",0
"258737",0
"258738",0
"258739",1
"258740",0
"258741",0
"258742",0
"258743",0
"258744",0
"258745",0
"258746",0
"258747",0
"258748",0
"258749",0
"258750",0
"258751",0
"258752",0
"258753",0
"258754",0
"258755",0
"258756",0
"258757",0
"258758",0
"258759",0
"258762",0
"258763",0
"258764",0
"258765",0
"258766",0
"258767",0
"258768",0
"258769",0
"258770",0
"258771",0
"258772",0
"258773",0
"258774",0
"258775",0
"258776",0
"258777",0
"258778",0
"258780",0
"258781",0
"258782",0
"258783",4
"258784",0
"258785",0
"258786",0
"258787",0
"258788",0
"258789",0
"258790",0
"258791",0
"258792",0
"258793",0
"258794",3
"258797",0
"258798",0
"258799",0
"258800",0
"258801",0
"258802",0
"258803",0
"258804",0
"258805",0
"258806",0
"258807",0
"258808",0
"258809",0
"258810",0
"258811",0
"258812",0
"258814",0
"258815",0
"258816",0
"258817",0
"258818",0
"258819",0
"258820",0
"258821",0
"258822",0
"258823",0
"258824",0
"258825",0
"258826",0
"258828",0
"258829",0
"258830",0
"258831",0
"258832",0
"258833",0
"258834",0
"258835",0
"258836",0
"258837",1
"258838",0
"258840",0
"258841",0
"258842",0
"258843",0
"258844",0
"258845",0
"258846",0
"258850",0
"258851",0
"258852",0
"258853",0
"258854",0
"258857",0
"258858",0
"258859",0
"258861",0
"258862",0
"258863",0
"258865",0
"258866",0
"258867",0
"258868",0
"258869",0
"258871",0
"258872",0
"258873",0
"258875",0
"258877",0
"258879",0
"258880",0
"258881",0
"258882",0
"258883",0
"258886",0
"258887",0
"258888",0
"258889",0
"258890",0
"258891",0
"258892",0
"258893",0
"258894",0
"258895",0
"258896",0
"258897",0
"258898",0
"258899",0
"258900",0
"258901",0
"258902",0
"258903",0
"258904",0
"258905",0
"258907",0
"258908",0
"258909",0
"258910",0
"258912",0
"258913",0
"258914",0
"258915",0
"258917",0
"258918",0
"258919",0
"258920",0
"258921",0
"258922",0
"258923",0
"258924",0
"258925",0
"258926",0
"258927",0
"258928",0
"258929",0
"258930",0
"258931",0
"258932",0
"258933",0
"258934",0
"258935",0
"258937",0
"258938",0
"258939",0
"258940",0
"258941",0
"258942",0
"258943",0
"258944",0
"258945",0
"258946",0
"258947",0
"258949",0
"258950",0
"258951",0
"258952",0
"258953",0
"258954",0
"258955",0
"258956",0
"258958",0
"258959",0
"258960",0
"258961",0
"258962",1
"258963",11
"258964",0
"258967",0
"258968",0
"258969",0
"258970",0
"258971",0
"258972",0
"258973",0
"258974",0
"258975",0
"258976",0
"258977",0
"258979",0
"258980",0
"258982",0
"258983",0
"258984",0
"258985",0
"258987",0
"258988",0
"258989",0
"258990",0
"258991",0
"258992",0
"258993",0
"258994",0
"258996",0
"258997",0
"258998",0
"258999",0
"259000",0
"259001",0
"259002",0
"259003",0
"259004",0
"259005",0
"259006",0
"259007",0
"259008",0
"259009",0
"259010",0
"259011",0
"259012",0
"259013",0
"259014",0
"259015",0
"259016",0
"259017",0
"259018",0
"259019",0
"259020",0
"259021",0
"259022",0
"259023",0
"259024",0
"259025",0
"259026",0
"259027",0
"259028",0
"259030",0
"259031",0
"259032",0
"259033",0
"259034",0
"259035",0
"259036",0
"259037",0
"259038",1
"259039",0
"259040",0
"259041",0
"259042",0
"259044",0
"259045",0
"259046",0
"259047",0
"259048",0
"259049",0
"259050",0
"259051",3
"259052",0
"259053",0
"259054",0
"259055",0
"259056",0
"259057",0
"259058",0
"259061",0
"259062",0
"259063",0
"259064",0
"259066",0
"259067",0
"259068",0
"259069",0
"259070",0
"259071",0
"259072",0
"259073",0
"259074",0
"259075",0
"259078",0
"259080",0
"259081",0
"259082",0
"259083",0
"259084",0
"259085",0
"259086",0
"259087",0
"259088",0
"259089",0
"259091",0
"259092",0
"259093",0
"259095",0
"259096",0
"259097",17
"259098",0
"259099",0
"259100",0
"259102",0
"259103",0
"259104",0
"259105",0
"259106",0
"259107",0
"259108",1
"259109",0
"259110",0
"259111",0
"259112",0
"259113",0
"259114",0
"259115",0
"259116",0
"259117",0
"259118",0
"259119",0
"259122",0
"259123",0
"259124",0
"259125",0
"259126",0
"259143",0
"259144",2
"259145",0
"259147",0
"259148",0
"259151",0
"259159",0
"259161",0
"259162",0
"259163",0
"259165",0
"259172",0
"259277",37
"259279",1581
"259300",217
"259301",3
"259302",12899
"260296",0
"260297",4152
"260298",0
"260299",9733
"260301",3
"260302",3009
"260305",624
"260315",6942
"260408",13
"260409",393
"260423",1
"263406",585
"26356",1263
"26357",1075
"26358",106
"26359",9
"26360",86
"26361",0
"26362",1957
"26363",220
"26364",334
"26365",112
"26366",0
"26367",35
"26368",31
"26369",0
"26370",1248
"26371",1789
"26372",4498
"26373",2034
"26374",855
"263764",8285
"26377",171
"26378",1308
"26379",1237
"26380",79
"263803",40
"26381",1699
"26382",117
"26383",7572
"26384",527
"26385",2480
"26386",647
"263876",2034
"26388",0
"26390",2651
"26394",1941
"26395",10922
"26396",2160
"26397",365
"26398",8945
"26399",2095
"26400",3049
"26401",344
"26403",782
"26404",4824
"26405",1633
"26406",1146
"264064",530
"26407",2137
"26408",3024
"26409",2013
"26410",61
"26411",67
"26412",3297
"26413",26035
"264134",234
"26414",22536
"26415",25
"26416",4096
"26417",3906
"26419",5855
"26420",11887
"26422",19259
"26423",1
"26424",4
"26425",278
"26426",457
"26427",75
"26428",1893
"26429",972
"26430",1789
"26431",1470
"26432",263
"26433",927
"26434",0
"26436",141
"26437",2
"26438",0
"26439",0
"26440",3170
"26441",948
"26442",177
"26443",3321
"26444",3029
"26445",1661
"26446",275
"26447",450
"26448",368
"26450",1147
"26451",1085
"26456",818
"26457",2246
"26458",171
"26459",8
"26462",543
"26464",4
"26465",1429
"26466",2906
"264895",224
"26549",11
"26554",9424
"26556",15627
"26557",3622
"26558",182
"26559",750
"26560",0
"26561",33
"26562",31521
"26563",43
"26564",27
"26565",2
"26568",94
"26569",3543
"26570",2032
"26572",2397
"26611",4600
"266459",0
"266614",16
"266620",0
"266632",48
"266645",0
"266690",43
"266692",1541
"266744",0
"266781",2913
"266793",3
"266815",0
"267019",2016
"26754",2739
"26757",1670
"268281",3038
"268288",61
"268291",537
"268294",433
"268297",86
"268301",373
"268319",112
"268345",4997
"268354",1964
"268373",2641
"268379",8
"268390",927
"268391",271
"268395",223
"268396",852
"268417",397
"268420",2469
"268445",3280
"268448",1914
"268449",250
"268451",16621
"268465",3
"268469",603
"268470",3464
"268480",7095
"268481",2110
"268482",276
"268490",911
"268491",37
"268498",0
"268510",3541
"268512",148
"268515",1101
"268527",42
"268534",132
"268564",723
"268566",3846
"268567",958
"268591",0
"268595",5279
"268656",1234
"268663",24
"268670",366
"268686",0
"268697",8
"268706",1005
"268709",14669
"268721",5330
"268729",26
"268739",678
"26874",2899
"268741",2271
"268747",1469
"268749",855
"26875",17511
"268752",1094
"268755",3791
"268756",0
"268759",26
"26876",0
"26877",2488
"26878",2132
"268780",158
"268782",0
"268783",2640
"26879",1751
"268807",56
"268816",81
"268822",322
"26885",741
"268857",34
"268859",20851
"26886",30
"268860",11626
"26887",2
"268878",575
"26888",25
"268880",967
"268882",3097
"268885",2
"26889",1004
"268890",14473
"268902",8389
"268903",2537
"268905",0
"26891",2559
"26893",3720
"268930",156
"268932",6462
"268933",730
"268934",1088
"268935",151
"268936",1551
"26894",3269
"268949",0
"26895",573
"268958",9
"26896",4319
"26897",184
"268970",13
"268973",7
"268977",421
"26898",0
"268980",5490
"268996",638
"26900",3454
"269003",1896
"26901",872
"269016",158
"269019",166
"269023",768
"26903",251
"269033",383
"269037",3567
"26904",1
"26905",1793
"269053",0
"269060",5441
"269061",3056
"269063",0
"26908",1608
"26909",29
"26910",0
"269109",13331
"269113",271
"269116",12826
"26912",305
"269120",15
"26913",4696
"269132",366
"26914",2868
"269152",630
"26918",7
"269180",9286
"269181",2046
"26919",1008
"269198",1419
"26920",463
"269209",145
"26921",5454
"26922",500
"269224",100
"269233",3291
"269252",1996
"269254",4611
"26926",1077
"269261",122
"26927",17
"269275",1858
"269295",1263
"26931",11539
"26932",5320
"269328",28
"269336",1543
"269338",3765
"26934",502
"269344",119
"269346",2
"269356",87
"26936",15172
"269378",167
"26938",1704
"269389",827
"26939",1662
"269397",2247
"26940",1241
"269400",593
"269401",2280
"26941",1246
"26942",496
"269423",639
"269424",1758
"26943",12106
"269437",673
"26944",0
"26945",3
"26946",103
"269470",977
"269473",1667
"26949",1204
"26950",30812
"26951",695
"269513",487
"269514",713
"269523",2889
"269529",1461
"269536",872
"269582",68
"269585",293
"269587",2424
"269589",54
"269593",5433
"269604",77
"269608",3727
"26961",7638
"269610",16380
"269614",1205
"269615",2684
"269623",334
"269629",841
"269630",166
"269633",42
"269637",0
"269639",1964
"269642",14441
"269643",27686
"26965",6942
"26968",294
"269682",3151
"269683",21
"269693",33
"269695",3499
"26970",0
"269700",18026
"269701",387
"269702",1127
"269704",3455
"26971",2
"269713",6211
"269717",2077
"26972",5
"269774",22335
"269784",3889
"269788",4581
"269799",5
"269800",850
"269823",148
"269831",715
"269846",0
"269854",1499
"269855",54
"269862",0
"26987",1737
"269870",225
"269878",6845
"269881",6541
"269902",28
"26992",2384
"269941",522
"269951",1179
"269952",255
"269954",31
"269955",192
"269959",45
"269966",2208
"269994",3411
"269997",160
"269999",375
"270004",0
"270028",4421
"270035",457
"270049",1278
"270058",1197
"270066",2991
"27007",1
"270076",857
"27008",1358
"270084",429
"270086",6482
"270091",11
"270096",1471
"270097",2516
"270106",354
"270109",5471
"270110",1569
"270118",450
"270120",5369
"27015",559
"270150",17
"270151",171
"270152",21
"270156",644
"270160",49
"270162",10996
"270163",7817
"270166",1366
"270190",1854
"270192",45473
"270198",466
"270201",1264
"270210",3442
"27027",0
"27028",34
"27029",150
"270328",0
"27041",1232
"27045",845
"27047",33
"27049",1365
"270499",0
"27050",5677
"27052",10
"27053",4419
"27054",1877
"27055",1415
"27056",109
"27057",1435
"27058",1557
"27059",611
"270599",1
"27060",369
"27061",1802
"27062",15593
"270624",50
"270627",5109
"270669",1690
"270672",59
"270685",729
"270711",0
"270757",7
"27078",286
"270802",490
"27081",1181
"27083",3
"27084",0
"270893",364
"270906",27
"27096",1218
"271005",805
"27103",1222
"271036",0
"271047",1
"271127",137
"271144",4
"271209",2
"271221",56
"271278",31
"271305",378
"271375",1
"271377",3129
"27140",0
"271424",22
"271457",4566
"271508",17
"271564",5559
"271639",36
"271697",7
"271711",721
"27176",398
"271786",2255
"271813",53
"271842",272
"271844",1
"271849",250
"271887",0
"271944",7
"271970",85
"271981",1967
"272009",851
"272027",412
"272031",521
"27204",1268
"27205",1517
"27206",3
"27207",201
"27208",0
"27209",3
"27210",2
"27211",2
"27212",0
"27214",77
"27215",2609
"272158",27
"27216",0
"27217",0
"27218",7
"27219",67
"27220",181
"27221",135
"27222",201
"27223",4636
"27224",1447
"27225",7686
"27226",5846
"272322",223
"272347",1215
"272350",27
"272359",989
"272381",4703
"272382",0
"272396",2872
"272411",12
"272428",12
"272465",138
"272538",195
"272551",21
"272589",2192
"27260",6
"27261",203
"27263",0
"272636",58
"272643",6
"272667",19
"27267",2038
"27273",513
"27274",176
"27275",606
"27276",6485
"27277",1131
"27278",65
"27279",78
"272790",191
"27280",432
"27281",1170
"27354",941
"27355",402
"27356",2
"27357",1070
"27358",0
"27359",12
"27360",5153
"27361",540
"27362",1768
"27364",4087
"27366",718
"27367",869
"27368",994
"27369",322
"27370",476
"27371",0
"27372",0
"27373",4820
"27374",2259
"27375",11
"27376",401
"27377",4894
"27378",0
"27379",0
"27380",0
"27381",0
"27382",0
"27384",2
"27385",20
"27386",653
"27387",557
"27388",1520
"27389",9
"27390",40
"27392",904
"27393",1186
"27395",957
"27397",741
"27398",943
"27399",7469
"27400",0
"27401",171
"27402",1707
"27403",939
"27404",1212
"27405",4
"27406",2760
"27407",3524
"27409",1
"27410",4082
"27411",15
"27412",2
"27413",0
"27414",924
"27416",6901
"27418",6072
"27419",188
"27421",46
"27425",192
"27426",252
"27428",150
"27493",162
"27494",1000
"27528",3423
"27632",720
"27643",1512
"27660",57
"276742",0
"276770",3694
"27681",863
"276829",27
"276846",1861
"276852",275
"276865",0
"276891",1
"276905",353
"276919",514
"276920",33
"276950",43
"276952",8596
"277010",225
"277146",0
"277154",345
"277203",1
"277250",2512
"277328",3
"277333",126
"277343",0
"277345",0
"277353",26
"277360",6823
"277396",3525
"277414",2511
"277432",2015
"277463",1949
"277468",1879
"277496",0
"27756",217
"277562",0
"27762",21
"277666",0
"277667",0
"277668",0
"277692",0
"277743",66
"277744",39
"277753",0
"277773",261
"27784",1836
"277854",3271
"277898",6
"277899",0
"277935",0
"277939",1636
"277973",1343
"277978",29
"27801",4452
"278087",0
"278097",145
"278167",0
"278174",0
"278180",0
"278203",3
"278240",147
"278255",1
"278279",633
"278304",4
"278507",40
"278672",27
"278676",12
"278679",7
"278725",2
"27878",1326
"278795",818
"27883",2596
"27886",750
"279028",48
"279029",8
"279185",0
"279499",0
"279561",2231
"279572",98
"279610",25
"279618",85
"27965",1175
"279653",2073
"27966",637
"27967",2083
"279706",4
"27973",230
"279766",386
"27979",4275
"27981",5468
"27984",8950
"279872",0
"279882",0
"27993",580
"27998",190
"27999",4144
"28000",3954
"28006",5713
"28010",317
"28015",5583
"28018",2507
"28019",1111
"28028",1087
"280287",8
"28030",2172
"28035",1428
"28036",563
"28040",1513
"280408",52
"280411",685
"28042",3184
"280621",16
"280635",0
"28064",1496
"280645",302
"280662",0
"280667",19
"280668",111
"28071",484
"28075",4176
"28077",595
"28078",0
"28080",1033
"28081",673
"28084",1436
"28088",4428
"28105",213
"28106",329
"28109",1012
"28113",461
"28114",3735
"28126",479
"28135",1043
"28146",1904
"28169",9882
"28185",9924
"28193",1587
"28194",0
"28199",2899
"28200",312
"28240",1826
"28248",14
"28250",2310
"28253",4
"28254",8
"282619",544
"282663",51
"28295",1740
"286940",2653
"286942",96
"286951",0
"29805",301
"29806",467
"29807",149
"29808",3456
"29809",8680
"29810",214
"29811",26092
"29812",24459
"29813",2656
"29815",595
"29816",3828
"29817",588
"29818",12
"29819",8503
"29820",2507
"29845",0
"29846",0
"29848",0
"29849",0
"29856",242
"29857",229
"29858",3561
"29859",13994
"29861",2289
"29862",35
"29863",2865
"29864",9659
"29865",16
"29866",0
"29867",6010
"29869",7120
"29870",27
"29871",2036
"29873",9441
"29875",1309
"29876",2801
"29877",6400
"30044",7
"30045",417
"30046",2060
"30049",304
"30050",2781
"30051",2
"30052",6430
"30053",0
"30054",43
"30055",1014
"30056",930
"30057",1463
"30058",203
"30059",442
"30060",22
"30785",4669
"30791",988
"30794",159
"30795",4696
"30800",0
"30805",285
"30806",176
"30838",629
"30839",2593
"30840",492
"30841",846
"30843",152
"30853",12289
"30877",1056
"30878",1038
"30923",0
"30924",7
"30925",7
"30926",306
"30927",18
"30928",14689
"30930",3156
"30931",567
"30932",485
"30933",418
"30934",935
"30935",184
"30936",0
"30937",187
"30938",328
"30939",849
"30940",2296
"30941",1237
"30942",1
"30943",8
"30944",2318
"30945",1598
"30946",464
"30947",312
"30948",8995
"30949",2526
"30951",235
"30952",2
"30953",359
"30954",78
"30955",147
"30956",238
"30957",22055
"30959",1899
"30960",6169
"30962",0
"30963",61
"317652",0
"317653",0
"317677",18
"317717",490
"317750",19
"317755",0
"317757",29
"317758",9
"319146",2
"319148",2
"319149",0
"319150",0
"319151",2
"319152",1
"319153",1
"319154",13
"319155",2
"319156",5
"319157",1
"319158",11
"319159",0
"319160",10
"319161",4
"319162",0
"319163",0
"319164",4
"319165",4
"319166",5
"319167",1
"319168",1
"319169",0
"319170",2
"319171",13
"319172",3
"319173",8
"319176",1
"319177",0
"319178",0
"319179",67
"319180",4
"319181",34
"319182",2
"319183",2
"319184",0
"319185",2
"319186",0
"319187",5
"319188",1
"319189",14
"319190",165
"319191",3
"319192",95
"319195",137
"319196",25
"319197",73
"319200",7
"319207",92
"319208",0
"319210",0
"319211",5335
"319213",2
"319215",2
"319216",22
"319217",0
"319224",4
"319229",14
"319236",68
"319239",243
"319245",14
"319247",65
"319251",48
"319259",0
"319262",226
"319263",5545
"319266",154
"319272",10
"319277",2731
"319278",1916
"319293",1
"319306",2
"319308",1
"319314",0
"319317",40422
"319322",10823
"319336",27
"319352",5277
"319370",237
"319371",248
"319387",8177
"319388",1
"319403",13
"319405",93
"319415",237
"319430",18
"319433",5
"319446",0
"319448",2990
"319454",1
"319455",450
"319463",970
"319466",12
"319467",21
"319468",4858
"319469",21
"319472",21
"319475",1119
"319476",10
"319477",4691
"319478",1683
"319480",91
"319481",1425
"319482",9
"319486",16
"319487",4
"319503",0
"319504",27332
"319506",1
"319508",33
"319513",496
"319518",1963
"319520",571
"319530",3
"319533",0
"319535",491
"319545",76
"319551",0
"319552",35
"319554",1141
"319555",3335
"319556",47
"319560",17
"319562",16
"319564",43
"319565",1229
"319572",0
"319574",0
"319579",0
"319581",3
"319582",487
"319583",591
"319586",10440
"319587",12
"319594",1594
"319596",0
"319601",491
"319604",13444
"319613",2798
"319615",570
"319616",95
"319618",423
"319622",273
"319625",65
"319626",14
"319634",389
"319636",1982
"319638",90
"319642",1320
"319646",2
"319650",42
"319651",1387
"319653",417
"319655",2476
"319660",346
"319665",41
"319670",3341
"319673",54
"319675",1278
"319682",0
"319684",9
"319695",0
"319701",95
"319702",68
"319707",5
"319710",1350
"319711",32
"319713",1352
"319719",589
"319720",4
"319722",44
"319727",22
"319734",122
"319740",2235
"319742",188
"319743",3
"319748",733
"319750",20
"319752",2317
"319757",368
"319758",2196
"319760",34
"319764",4
"319765",41
"319767",81
"319772",10
"319776",2
"319781",17
"319783",94
"319786",21
"319798",5
"319800",0
"319801",1487
"319803",1
"319804",1064
"319807",2281
"319812",3
"319817",3938
"319818",68
"319819",3
"319822",394
"319830",2671
"319832",2897
"319839",0
"319845",740
"319848",0
"319849",7
"319854",0
"319859",15
"319865",98
"319870",50
"319871",0
"319875",0
"319876",494
"319880",1697
"319885",745
"319887",3
"319888",58
"319893",174
"319894",3
"319899",626
"319901",792
"319903",77
"319909",1732
"319915",35
"319922",396
"319924",9033
"319929",0
"319930",0
"319931",5
"319934",2683
"319939",2799
"319940",60
"319942",14
"319944",1911
"319945",904
"319951",97
"319953",1664
"319954",6
"319955",1502
"319960",26
"319965",1122
"319970",0
"319973",3
"319974",4139
"319981",1
"319982",63
"319983",4
"319984",12307
"319991",72
"319996",5199
"319997",13
"319998",1449
"320001",1
"320007",2698
"320011",3646
"320014",13
"320019",51
"320020",58
"320021",5
"320022",74
"320024",6639
"320026",138
"320027",2292
"320038",681
"320040",1
"320046",196
"320051",1703
"320054",4
"320064",397
"320069",0
"320072",25
"320078",271
"320080",380
"320082",1
"320083",0
"320088",0
"320091",1077
"320092",1
"320095",16
"320099",30
"320100",410
"320106",218
"320110",94
"320111",795
"320116",61
"320118",12
"320119",2092
"320127",6817
"320129",5611
"320132",8
"320135",29
"320139",28
"320145",74
"320148",5
"320150",6408
"320152",74
"320155",418
"320158",2479
"320159",41
"320162",396
"320163",86
"320165",11709
"320172",26
"320174",319
"320176",0
"320178",1
"320181",8
"320183",428
"320184",7935
"320187",10
"320191",4990
"320202",13
"320203",1885
"320204",107
"320207",124
"320208",347
"320209",46
"320210",144
"320213",2942
"320214",31
"320225",38
"320226",157
"320229",13
"320230",3
"320234",585
"320237",732
"320244",1893
"320249",0
"320253",50
"320256",91
"320265",1850
"320267",1480
"320268",3596
"320271",4610
"320272",1
"320273",10
"320277",26
"320292",2895
"320295",78
"320297",217
"320299",1482
"320301",188
"320302",14
"320309",26
"320311",1252
"320312",122
"320315",49
"320323",11
"320332",3
"320333",85
"320343",1268
"320351",331
"320352",3
"320354",163
"320355",0
"320360",3654
"320363",3
"320365",10457
"320376",1302
"320377",0
"320390",2
"320394",511
"320398",100
"320400",38
"320404",1127
"320405",7142
"320407",0
"320415",0
"320429",13365
"320435",62
"320438",486
"320440",12
"320449",0
"320452",120
"320453",10
"320454",0
"320456",49
"320460",345
"320463",7
"320466",110
"320469",77
"320472",11124
"320473",2773
"320474",0
"320478",771
"320479",0
"320482",0
"320484",93
"320485",16
"320486",7
"320487",587
"320492",4324
"320495",6622
"320500",533
"320502",2
"320506",8295
"320507",31
"320508",564
"320522",23
"320528",6475
"320534",581
"320538",2359
"320541",2367
"320549",0
"320554",3368
"320557",4009
"320558",110
"320560",6656
"320563",3266
"320566",22
"320571",7
"320581",3
"320586",70
"320587",1914
"320590",11
"320593",54
"320595",1552
"320604",8
"320606",48
"320609",2086
"320614",12
"320615",2619
"320616",7
"320621",4
"320624",10
"320626",0
"320631",2
"320632",6852
"320633",483
"320634",3447
"320635",14
"320638",0
"320640",0
"320642",0
"320655",313
"320661",5493
"320662",16
"320664",12
"320671",0
"320678",1718
"320679",2991
"320683",1007
"320684",0
"320685",239
"320688",0
"320692",49
"320696",28
"320700",63
"320701",17
"320705",7308
"320706",1722
"320707",7473
"320709",211
"320712",557
"320713",1553
"320714",3792
"320717",2051
"320718",1
"320719",17
"320720",653
"320722",183
"320727",2750
"320733",50
"320734",0
"320736",133
"320737",0
"320739",36
"320742",318
"320747",23
"320749",201
"320751",11
"320752",10
"320769",242
"320770",6
"320772",2503
"320775",11
"320782",22
"320784",3
"320790",769
"320795",907
"320798",2
"320799",1395
"320802",440
"320805",24
"320806",1046
"320808",4463
"320816",652
"320817",908
"320825",290
"320827",2108
"320832",1
"320840",11653
"320842",19
"320844",39
"320845",935
"320846",138
"320858",28
"320864",2
"320865",1496
"320869",193
"320871",29
"320872",3
"320873",2455
"320878",18858
"320879",340
"320893",2
"320896",18
"320898",2
"320910",3580
"320913",0
"320916",1653
"320919",31
"320923",1
"320924",417
"320933",84
"320936",8
"320938",3578
"320939",1348
"320940",775
"320949",7
"320950",191
"320951",1644
"320952",12
"320961",190
"320965",128
"320973",46
"320974",10
"320975",66
"320977",1330
"320981",367
"320982",2014
"320995",0
"320997",0
"321000",733
"321003",753
"321006",2082
"321007",982
"321008",408
"321014",40
"321015",0
"321017",6
"321018",0
"321019",20
"321020",0
"321021",0
"321022",2769
"326618",640
"326619",1
"326620",1
"326622",3781
"326623",0
"327655",6043
"327743",39
"327744",373
"327747",62
"327749",6
"327760",0
"327762",58
"327766",3
"327768",33
"327799",0
"327812",293
"327814",6536
"327824",44
"327826",2686
"327860",1
"327872",0
"327900",1767
"327939",0
"327942",488
"327946",6
"327951",1524
"327954",116
"327956",1
"327957",0
"327958",4620
"327959",170
"327963",0
"327978",667
"327987",4903
"327992",14
"328019",26
"328035",1114
"328059",5
"328061",3
"328066",6
"328069",0
"328075",5
"328092",289
"328099",1106
"328108",4129
"328110",1743
"328133",1960
"328136",0
"328162",464
"328186",0
"328190",0
"328232",6581
"328234",355
"328235",31
"328245",1
"328250",0
"328258",0
"328263",0
"328265",1
"328274",98
"328287",0
"328309",0
"328314",6
"328320",6
"328324",47
"328329",3148
"328330",86
"328354",2
"328365",6272
"328370",359
"328381",110
"328385",0
"328401",0
"328417",334
"328424",20
"328436",0
"328440",9
"328448",2
"328451",710
"328479",78
"328482",0
"328483",0
"328489",2
"328505",0
"328531",0
"328561",7
"328563",1
"328572",4028
"328573",0
"328576",0
"328577",0
"328579",0
"328580",1555
"328594",5
"328643",1805
"328646",2
"328657",2
"328660",0
"328695",0
"328699",0
"328734",305
"328747",0
"328759",0
"328766",0
"328778",1359
"328779",1
"328780",0
"328783",7
"328788",0
"328789",65
"328795",2
"328801",506
"328829",0
"328830",0
"328833",14
"328837",0
"328845",2
"328855",0
"328906",57
"328918",136
"328919",0
"328949",699
"328953",0
"328957",79
"328963",0
"328967",227
"328968",22
"328971",136
"328977",1989
"329002",2212
"329003",416
"329015",2210
"329047",0
"329055",4
"329056",48
"329064",43
"329065",147
"329078",140
"329093",13
"329096",0
"329101",0
"329123",1
"329152",4019
"329154",561
"329159",18
"329160",247
"329165",3937
"329178",21397
"329207",0
"329217",232
"329244",0
"329251",7232
"329252",169
"329253",2
"329260",405
"329271",5
"329274",296
"329278",21
"329316",3
"329324",1260
"329358",16
"329360",1
"329366",54
"329369",1
"329371",1
"329375",5
"329384",82
"329387",16
"329404",2
"329416",271
"329421",74
"329427",57
"329436",1
"329460",0
"329470",147
"329480",0
"329482",17
"329483",24
"329496",0
"329502",546
"329504",124
"329506",1371
"329509",15
"329513",30
"329514",3
"329540",2538
"329547",0
"329554",36
"329557",0
"329559",1754
"329562",1
"329575",1174
"329581",2
"329584",122
"329623",0
"329626",2
"329628",667
"329633",0
"329636",0
"329639",0
"329641",910
"329650",1710
"329659",265
"329679",858
"329693",0
"329702",42
"329711",1
"329716",0
"329727",22
"329730",0
"329731",0
"329735",2947
"329738",3
"329739",2347
"329753",0
"329763",8
"329777",3496
"329780",0
"329782",232
"329790",140
"329795",483
"329797",0
"329828",1093
"329831",11
"329839",0
"329844",0
"329851",7
"329872",135
"329877",758
"329892",1
"329908",5280
"329909",6
"329910",1514
"329918",0
"329919",0
"329934",468
"329941",21
"329942",3135
"329950",0
"329954",0
"329970",24
"329972",41
"329977",364
"329984",0
"329986",0
"329993",0
"330004",0
"330010",4
"330031",2
"330050",628
"330052",12
"330064",398
"330086",4
"330096",22
"330097",0
"330119",894
"330122",0
"330133",106
"330143",127
"330146",0
"330149",77
"330164",103
"330166",8552
"330171",1335
"330173",256
"330177",2532
"330183",0
"330188",5
"330189",227
"330192",984
"330216",89
