"","sorted_reads.bam"
"330217",97
"330222",578
"330228",2
"330230",313
"330256",26
"330260",2241
"330267",2380
"330277",0
"330286",3641
"330301",225
"330305",8
"330319",5811
"330323",265
"330324",145
"330350",0
"330354",0
"330355",64
"330361",227
"330369",5437
"330379",0
"330385",14
"330390",156
"330401",2890
"330403",9
"330406",74
"330409",161
"330427",1297
"330428",0
"330440",2
"330450",1050
"330460",11
"330463",103
"330470",2
"330474",2718
"330479",12
"330483",16
"330485",1456
"330490",0
"330496",0
"330502",167
"330503",589
"330513",0
"330554",637
"330577",76
"330578",10
"330581",0
"330599",52
"330602",16
"330627",2060
"330657",45
"330660",19
"330662",1972
"330664",2
"330671",3231
"330677",4
"330695",9369
"330721",3
"330723",80
"330734",4
"330737",3
"330738",2
"330767",0
"330788",962
"330790",3496
"330796",1
"330812",4408
"330814",21181
"330817",996
"330820",0
"330830",16
"330836",935
"330850",2
"330863",134
"330890",1
"330902",12
"330908",13906
"330914",25526
"330917",0
"330921",13
"330938",4689
"330941",9092
"330951",1
"330953",191
"330956",1
"330958",5
"330959",548
"330962",1
"330963",111
"330998",650
"331003",1
"331004",898
"331011",0
"331026",371
"331046",21
"331063",1
"331188",340
"331195",0
"331360",0
"331374",31
"331392",489
"331401",3072
"331416",0
"331424",1125
"331461",1484
"331474",0
"331480",51
"331487",1174
"331491",0
"331493",11
"331524",37
"331529",0
"331531",0
"331532",2229
"331535",0
"331537",0
"331547",19
"331578",63
"331623",209
"332110",17
"332131",1
"332175",1420
"332221",0
"332309",0
"332359",80
"332396",0
"332397",1186
"332427",3
"332578",0
"332579",52
"332713",0
"332923",0
"332934",4
"332937",2
"332942",0
"332993",1
"333048",0
"333050",1742
"333088",61
"333182",22
"333193",50
"333307",2
"333315",7
"333329",7
"333424",7
"333433",5304
"333452",0
"333467",0
"333473",6
"333564",0
"333588",7
"333605",5586
"333639",1345
"333654",187
"333669",2
"333670",5
"333715",7
"333789",290
"333883",34
"337924",0
"338320",1985
"338337",1524
"338346",133
"338348",18
"338349",719
"338350",93
"338351",925
"338352",2069
"338354",826
"338355",1893
"338359",937
"338360",36
"338362",826
"338363",384
"338364",236
"338365",1160
"338366",7099
"338367",821
"338368",16
"338369",83
"338370",6472
"338371",1119
"338372",4387
"338374",0
"338375",0
"338403",17
"338417",2
"338438",3
"338467",994
"338521",1000
"338523",4436
"338535",45
"347708",1
"347710",0
"347711",0
"347712",0
"347722",6283
"347740",62249
"352968",38
"353025",13
"353047",1056
"353109",0
"353123",818
"353130",0
"353148",0
"353155",48
"353156",672
"353165",0
"353166",0
"353167",0
"353169",92
"353170",553
"353172",5790
"353187",5684
"353188",9
"353190",909
"353204",6357
"353208",557
"353211",3772
"353234",70
"353235",26
"353236",105
"353237",1332
"353242",172
"353258",645
"353282",84
"353283",0
"353287",153
"353310",1483
"353320",0
"353325",0
"353326",3643
"353328",59
"353342",0
"353344",2
"353346",0
"353371",3
"353373",0
"353374",0
"353499",96
"353502",1168
"353504",5
"360013",9895
"360198",1
"360211",0
"360212",0
"360213",2457
"360214",0
"360216",3099
"360217",0
"360220",0
"368202",2
"368203",11
"368204",0
"373852",149
"373864",261
"378425",0
"378430",20
"378431",76
"378435",35
"378460",55
"378462",318
"378466",820
"378472",0
"378700",0
"378702",694
"378775",21
"378776",160
"378937",601
"378954",77
"379043",0
"380601",356
"380608",1050
"380614",444
"380629",1767
"380654",362
"380660",65
"380664",2417
"380669",191
"380674",1
"380683",41
"380684",3109
"380686",1930
"380694",108
"380698",329
"380701",1
"380702",560
"380705",0
"380709",4
"380711",14373
"380712",9
"380713",80
"380714",30
"380718",133
"380728",868
"380730",10
"380732",3
"380752",1645
"380753",1555
"380755",20
"380765",0
"380768",510
"380773",622
"380780",2
"380785",3527
"380787",8
"380792",0
"380795",2
"380797",13
"380808",0
"380809",0
"380823",0
"380824",0
"380836",2643
"380839",19
"380840",823
"380842",7
"380845",0
"380850",175
"380855",163
"380863",3
"380878",0
"380882",0
"380907",0
"380912",288
"380916",808
"380918",323
"380920",0
"380921",7706
"380924",24
"380928",3917
"380930",37
"380934",0
"380959",1299
"380967",813
"380969",586
"380975",0
"380977",188
"380993",180
"380994",0
"380997",1
"381002",0
"381022",5764
"381033",0
"381038",404
"381043",0
"381045",90
"381058",0
"381059",40
"381062",488
"381066",440
"381067",101
"381072",75
"381073",1
"381077",9
"381085",2196
"381091",0
"381101",72
"381104",1
"381107",143
"381110",366
"381112",78
"381113",853
"381122",3
"381126",1330
"381142",0
"381144",2
"381148",183
"381157",440
"381175",5
"381196",32
"381199",5226
"381201",74
"381203",0
"381204",29
"381213",0
"381217",397
"381218",219
"381223",0
"381229",10
"381232",19
"381236",229
"381246",1
"381259",1098
"381260",260
"381269",233
"381270",847
"381272",0
"381280",1700
"381284",3
"381286",0
"381287",0
"381290",15925
"381293",28
"381305",2667
"381306",76
"381308",4
"381310",12744
"381314",2870
"381318",16
"381319",31
"381334",1
"381337",31
"381338",8852
"381339",4
"381347",0
"381350",112
"381352",55
"381353",3717
"381356",1228
"381359",12
"381371",0
"381373",216
"381375",3
"381379",1221
"381384",0
"381390",0
"381393",0
"381399",5
"381404",8
"381405",0
"381406",479
"381409",13
"381410",311
"381411",9
"381413",500
"381417",0
"381418",215
"381426",0
"381438",3795
"381452",0
"381457",0
"381463",0
"381476",3
"381482",31
"381483",1
"381484",0
"381485",0
"381489",819
"381493",0
"381498",3
"381510",1745
"381511",7603
"381522",8
"381524",0
"381530",0
"381531",1
"381534",0
"381535",1
"381536",0
"381538",146
"381544",10
"381546",30
"381549",40
"381560",105
"381569",0
"381570",0
"381572",0
"381580",45
"381582",1006
"381590",0
"381591",2
"381598",610
"381605",112
"381622",2
"381626",2471
"381628",0
"381629",1353
"381633",218
"381634",1047
"381644",407
"381650",93
"381651",5
"381654",0
"381667",0
"381668",1784
"381673",7
"381677",7056
"381678",308
"381680",1
"381686",0
"381693",25
"381694",1098
"381695",2423
"381707",1
"381714",0
"381715",0
"381716",4
"381724",0
"381738",658
"381741",11
"381759",7
"381760",194
"381776",0
"381777",0
"381778",0
"381782",0
"381783",0
"381784",0
"381785",8
"381792",20
"381798",72
"381801",1718
"381802",595
"381806",0
"381809",0
"381810",28
"381812",123
"381813",4284
"381816",0
"381818",0
"381819",0
"381820",6138
"381822",2
"381823",171
"381827",3
"381831",0
"381832",0
"381833",0
"381835",50
"381836",6
"381838",0
"381845",31
"381852",0
"381853",48
"381867",1
"381884",12
"381886",7
"381903",202
"381914",13
"381917",49
"381921",6255
"381922",73
"381924",11
"381925",89
"381933",11
"381937",0
"381944",0
"381959",0
"381967",2
"381970",0
"381974",0
"381979",17351
"381983",8580
"381990",881
"381994",3
"382000",0
"382007",0
"382010",426
"382014",1848
"382018",20236
"382019",380
"382030",1243
"382034",3070
"382035",0
"382036",0
"382038",618
"382044",0
"382045",0
"382051",427
"382053",0
"382056",7180
"382059",0
"382062",17
"382064",0
"382066",1001
"382073",239
"382074",1
"382075",0
"382077",29
"382083",251
"382088",0
"382089",49
"382090",634
"382097",1
"382099",25
"382105",34
"382106",0
"382109",0
"382111",361
"382113",0
"382114",15
"382117",728
"382118",119
"382131",0
"382133",0
"382137",180
"382139",1
"382156",0
"382180",0
"382206",0
"382207",472
"382209",0
"382217",0
"382221",7
"382231",2
"382233",0
"382236",992
"382239",0
"382243",0
"382244",0
"382245",488
"382252",464
"382253",5285
"382255",0
"382265",4
"382275",0
"382277",0
"382282",2
"382301",0
"382348",0
"382384",16
"382395",21
"382406",253
"382421",15
"382423",8513
"382427",7
"382450",4
"382522",20
"382523",3
"382543",167
"382551",4
"382562",289
"382571",5012
"382620",2901
"382639",20
"382686",367
"382692",0
"382695",0
"382696",0
"382793",2109
"382864",42
"382867",137
"382913",74
"382985",2680
"383032",0
"383075",0
"383103",1047
"383243",0
"383258",12
"383295",3377
"383348",10148
"383435",4
"383491",0
"383538",0
"383548",0
"383563",234
"383592",9
"383619",67
"383678",3
"383709",0
"383712",0
"383766",15
"383773",4
"383787",1157
"384009",70
"384059",17
"384061",2770
"384071",118
"384077",0
"384185",8
"384198",16
"384214",2587
"384219",0
"384220",0
"384221",0
"384244",0
"384261",7
"384281",999
"384309",104
"384410",0
"384411",0
"384417",0
"384419",0
"384452",0
"384514",0
"384515",0
"384522",0
"384534",0
"384557",1
"384569",4566
"384572",0
"384585",0
"384589",0
"384605",3
"384619",131
"384639",0
"384695",0
"384696",0
"384701",0
"384703",0
"384724",34
"384732",0
"384763",707
"384775",0
"384783",2847
"384806",0
"384813",0
"384814",0
"384864",100
"384997",0
"385024",1
"385047",0
"385109",0
"385120",0
"385138",1
"385234",2
"385253",0
"385263",0
"385277",0
"385291",0
"385312",0
"385317",2
"385328",0
"385338",0
"385343",0
"385354",42
"385377",19
"385380",0
"385454",1
"385493",2
"385550",0
"385643",0
"385658",1062
"385668",51
"385674",282
"386446",0
"386450",0
"386454",125
"386463",42
"386611",2
"386612",137
"386649",840
"386655",1138
"386750",2548
"386753",2055
"387131",0
"387132",0
"387133",0
"387134",0
"387135",0
"387136",0
"387139",0
"387140",0
"387141",0
"387142",0
"387143",0
"387144",0
"387145",0
"387146",0
"387147",14
"387149",0
"387150",0
"387151",1
"387152",9
"387153",0
"387154",0
"387155",0
"387156",0
"387157",0
"387158",0
"387159",0
"387160",0
"387161",1
"387162",0
"387163",1
"387164",0
"387165",0
"387166",0
"387167",0
"387168",0
"387169",2
"387170",0
"387171",0
"387172",2
"387173",0
"387174",0
"387175",0
"387176",0
"387177",0
"387178",0
"387179",0
"387180",0
"387181",36
"387182",0
"387183",0
"387185",1
"387186",0
"387187",0
"387188",0
"387189",2
"387190",0
"387191",0
"387194",0
"387195",0
"387197",0
"387198",1
"387199",0
"387200",0
"387201",0
"387202",0
"387203",0
"387204",1
"387206",0
"387207",0
"387208",0
"387210",0
"387211",0
"387212",0
"387213",0
"387216",2
"387217",0
"387218",0
"387219",0
"387220",0
"387221",0
"387222",0
"387223",0
"387224",0
"387225",0
"387226",0
"387227",0
"387228",0
"387229",2
"387230",0
"387231",0
"387233",0
"387235",0
"387236",0
"387237",0
"387239",3
"387242",0
"387243",0
"387244",0
"387245",0
"387246",0
"387247",0
"387248",0
"387249",2
"387251",1
"387252",0
"387253",0
"387284",0
"387285",126
"387314",4695
"387334",0
"387339",0
"387340",0
"387341",0
"387342",0
"387343",0
"387344",0
"387345",0
"387346",0
"387347",0
"387348",0
"387349",0
"387351",0
"387352",0
"387353",0
"387354",0
"387355",0
"387356",0
"387510",0
"387511",0
"387512",0
"387513",0
"387514",2
"387515",0
"387524",493
"387564",0
"387565",0
"387586",0
"387609",577
"387616",0
"393082",7
"394252",0
"394430",0
"394432",8
"394433",0
"394434",0
"394435",3
"394436",0
"396184",2391
"399101",167
"399510",2565
"399548",8338
"399549",0
"399558",3865
"399566",1361
"399568",305
"399570",1
"399591",15
"399599",100
"399603",334
"399609",190
"399626",0
"399673",0
"399674",0
"399675",0
"399676",0
"402727",11
"402728",5
"402730",10
"402734",4
"402757",52
"402767",19
"402773",8
"402774",2
"403088",2
"403171",0
"403172",0
"403174",90
"403175",0
"403178",417
"403180",8
"403183",1
"403185",20
"403187",1136
"403200",0
"403201",93
"403202",2
"403205",0
"403395",0
"404194",0
"404195",0
"404222",0
"404238",0
"404239",0
"404240",0
"404242",0
"404284",0
"404285",0
"404286",0
"404287",0
"404289",0
"404290",0
"404291",0
"404308",0
"404309",0
"404310",0
"404311",0
"404312",0
"404313",0
"404315",0
"404316",0
"404317",0
"404318",0
"404319",0
"404321",0
"404322",0
"404323",0
"404324",0
"404325",0
"404327",0
"404328",0
"404329",0
"404330",0
"404331",0
"404335",0
"404336",0
"404337",0
"404339",0
"404346",0
"404473",0
"404545",14
"404549",0
"404634",302
"404710",35
"404711",139
"404736",0
"404737",0
"404739",0
"404740",0
"404741",0
"404742",0
"404743",0
"406176",0
"406186",0
"406217",215
"406218",2735
"406219",2
"406220",207
"406221",0
"406222",0
"406223",0
"407243",912
"407785",432
"407786",1247
"407788",107
"407789",0
"407790",98
"407793",4
"407795",0
"407800",152
"407803",59
"407808",1
"407809",8
"407810",39
"407812",1061
"407814",1
"407819",2309
"407821",705
"407823",1558
"407831",120
"408022",120
"408028",8
"408057",1
"408058",108
"408059",33
"408061",3
"408062",250
"408064",25
"408065",42
"408066",42
"408067",733
"408068",818
"408190",0
"408191",19
"408192",9
"408193",0
"408196",0
"408198",0
"408254",3
"414066",36
"414067",0
"414068",3
"414069",537
"414072",177
"414073",1
"414076",4
"414077",332
"414079",1
"414081",70
"414084",4
"414085",414
"414089",14
"414091",1
"414093",1142
"414094",5
"414095",39
"414101",145
"414103",0
"414104",0
"414105",0
"414106",7
"414108",117
"414111",195
"414114",1
"414115",25
"414116",7
"414118",154
"414121",4
"414123",142
"414124",1
"414125",0
"414126",9
"414127",0
"414128",0
"414758",1641
"414801",22
"414872",13605
"415115",22
"425051",258
"431706",8
"432396",51
"432436",0
"432442",1638
"432450",2821
"432466",808
"432467",995
"432478",11
"432479",0
"432480",3
"432486",3896
"432488",1
"432500",142
"432502",1306
"432508",4577
"432516",34
"432530",47103
"432536",0
"432552",0
"432555",11
"432562",0
"432572",3635
"432582",1467
"432589",0
"432591",0
"432593",0
"432600",0
"432602",0
"432611",32
"432613",2
"432615",5
"432628",37
"432636",27
"432641",0
"432649",47
"432677",0
"432701",0
"432702",0
"432708",0
"432709",0
"432713",7
"432720",2
"432725",10
"432731",2175
"432735",0
"432736",0
"432745",7
"432754",5
"432763",604
"432769",165
"432770",54
"432777",0
"432779",193
"432800",1093
"432812",1
"432825",5
"432838",0
"432839",87
"432842",248
"432855",19
"432860",0
"432867",0
"432870",7
"432879",61
"432910",0
"432939",280
"432940",601
"432945",5
"432950",5
"432956",0
"432958",0
"432964",37
"432982",1
"432985",0
"432986",0
"432987",0
"432988",0
"432989",1
"432995",0
"432999",53
"433003",0
"433004",74
"433016",0
"433022",5571
"433023",0
"433024",0
"433031",0
"433047",0
"433064",14
"433070",0
"433078",45
"433091",22
"433099",7
"433100",140
"433102",0
"433107",0
"433111",12
"433134",2
"433171",2
"433178",0
"433180",0
"433181",0
"433182",7328
"433197",0
"433198",9
"433202",74
"433215",11
"433224",408
"433247",0
"433256",5199
"433273",2
"433278",0
"433281",0
"433287",332
"433292",0
"433294",1
"433315",27
"433319",1
"433323",944
"433332",0
"433347",0
"433365",3
"433367",6
"433374",32
"433375",753
"433386",0
"433390",7
"433406",480
"433408",258
"433415",91
"433416",29
"433424",141
"433426",0
"433449",0
"433456",4
"433466",7
"433470",5
"433481",11
"433485",1398
"433486",0
"433490",0
"433492",0
"433502",0
"433503",0
"433520",437
"433586",313
"433597",0
"433619",0
"433632",0
"433634",3
"433637",2
"433638",24
"433646",0
"433653",1
"433667",4924
"433693",2500
"433698",139
"433700",19
"433702",2871
"433719",0
"433742",168
"433745",189
"433746",0
"433748",31
"433751",4
"433752",220
"433759",165
"433766",2
"433771",2395
"433779",0
"433791",62
"433801",24
"433804",1
"433809",207
"433813",446
"433855",1
"433864",1323
"433868",29
"433873",7
"433874",11
"433882",1
"433899",0
"433904",4051
"433926",7658
"433931",1009
"433938",1800
"433940",274
"433944",0
"433945",0
"433956",158
"433961",1
"433966",23
"434003",10
"434008",9867
"434016",0
"434017",0
"434018",0
"434019",0
"434024",0
"434025",0
"434026",0
"434028",0
"434031",0
"434033",0
"434034",0
"434036",0
"434037",0
"434039",0
"434040",0
"434041",0
"434050",290
"434064",88
"434065",0
"434110",0
"434113",2
"434117",0
"434121",0
"434128",10717
"434130",87
"434147",2
"434156",919
"434171",0
"434172",0
"434175",1
"434178",578
"434179",169
"434197",10
"434198",11
"434203",17
"434204",570
"434205",1
"434215",117
"434218",6
"434219",5
"434223",1
"434232",67
"434233",3417
"434234",48
"434246",31
"434249",21
"434264",0
"434280",371
"434285",2
"434310",1
"434325",0
"434341",35
"434350",37
"434353",164
"434377",262
"434396",0
"434402",34
"434412",0
"434423",0
"434436",6
"434437",812
"434438",25
"434439",0
"434440",0
"434459",0
"434484",39
"434510",0
"434540",0
"434555",0
"434586",0
"434609",0
"434624",10
"434674",0
"434676",0
"434685",0
"434689",3
"434701",0
"434724",0
"434725",0
"434726",0
"434727",0
"434728",0
"434729",0
"434756",3
"434758",0
"434759",0
"434760",0
"434764",0
"434766",0
"434768",0
"434769",0
"434775",0
"434778",79
"434782",119
"434784",19
"434794",29
"434797",7
"434800",7
"434825",0
"434843",10
"434858",375
"434863",0
"434864",0
"434865",0
"434866",0
"434869",0
"434874",0
"434879",0
"434881",0
"434903",0
"434935",0
"434960",0
"435145",45
"435206",0
"435207",0
"435273",0
"435285",0
"435286",0
"435321",0
"435328",0
"435331",0
"435337",18
"435350",0
"435366",336
"435376",328
"435391",1
"435518",16
"435528",0
"435529",36
"435626",7
"435653",31
"435684",1277
"435732",0
"435755",0
"435766",31
"435772",0
"435791",0
"435802",0
"435804",0
"435811",2
"435815",0
"435818",2
"435845",0
"435864",0
"435900",0
"435904",0
"435916",0
"435921",0
"435927",7
"435940",0
"435946",0
"435947",0
"435949",0
"435951",0
"435953",0
"435965",2295
"435975",0
"436002",0
"436003",0
"436008",5
"436022",16
"436059",0
"436062",19
"436090",270
"436100",53
"436135",0
"436199",0
"436230",95
"436240",29
"436332",42
"436336",1
"436440",0
"436467",0
"436468",3
"436479",0
"436522",0
"436523",2
"436539",0
"436545",0
"436583",2
"442795",0
"442799",19
"442801",821
"442803",18
"442804",41
"442805",217
"442809",0
"442820",0
"442821",16
"442825",70
"442827",5
"442829",0
"442835",0
"442837",0
"442838",23
"442842",0
"442846",4
"442847",0
"445007",1063
"445267",2
"446099",0
"446101",77
"446210",0
"446211",1
"448850",547
"448987",36
"449000",157
"449521",154
"449561",8
"449562",8
"449630",1
"449631",1
"450219",0
"474145",1
"474156",542
"474160",21
"474332",16
"493800",52
"493809",0
"494124",0
"494448",15742
"494468",906
"494497",0
"494504",864
"494519",0
"494546",0
"497071",3
"497097",5047
"497106",2
"497113",0
"497114",0
"497652",939
"503491",0
"503550",2
"503558",0
"503610",1099
"503692",0
"503844",0
"503847",0
"504186",1
"504193",14
"50490",3
"50492",1404
"50493",2565
"50496",1340
"50497",1043
"50498",21
"50500",153
"50501",3
"50505",909
"50518",0
"50523",926
"50524",1782
"50525",238
"50527",2320
"50528",0
"50529",1183
"50530",0
"50540",5
"50701",0
"50702",0
"50706",91
"50708",131
"50709",15
"50720",5396
"50721",436
"50722",984
"50723",89
"50724",2099
"50753",723
"50754",11626
"50755",3721
