"","sorted_reads_SRR14114310.bam"
"74199",50
"74200",1336
"74201",696
"74202",46
"74203",1335
"74204",2810
"74205",6468
"74206",1285
"74211",267
"74213",2241
"74218",0
"74220",3
"74221",0
"74222",0
"74227",5
"74228",3
"74229",3708
"74230",35
"74236",0
"74237",1040
"74238",320
"74239",644
"74241",1069
"74243",325
"74244",596
"74245",224
"74246",232
"74249",52
"74251",142
"74252",2489
"74253",24
"74254",715
"74255",1890
"74256",6029
"74257",727
"74264",13
"74267",0
"74268",188
"74269",0
"74270",2099
"74271",0
"74272",1
"74276",2
"74277",296
"74279",0
"74280",0
"74281",0
"74283",2
"74284",649
"74286",0
"74287",1516
"74288",2
"74290",1
"74293",2
"74297",0
"74302",2528
"74303",37
"74304",0
"74305",0
"74306",0
"74307",3
"74309",2961
"74310",15
"74314",1
"74315",2656
"74316",406
"74318",517
"74319",125
"74320",2279
"74322",853
"74325",3297
"74326",1940
"74328",0
"74330",1312
"74333",30
"74334",893
"74335",76
"74337",45
"74338",1
"74340",4729
"74341",3
"74342",870
"74343",533
"74347",237
"74349",2350
"74351",2072
"74352",652
"74354",218
"74355",1725
"74356",402
"74359",80
"74360",214
"74361",0
"74362",21
"74363",0
"74364",2
"74365",613
"74367",3
"74369",107
"74370",2447
"74374",3440
"74375",428
"74376",72
"74377",13
"74383",3196
"74385",771
"74386",354
"74387",27
"74388",9519
"74392",1510
"74393",76
"74396",103
"74399",1
"74400",0
"74401",0
"74403",1
"74405",60
"74407",34
"74408",0
"74409",0
"74410",985
"74411",0
"74412",1043
"74413",10
"74414",515
"74419",9
"74424",2
"74425",0
"74426",22
"74427",575
"74429",0
"74430",368
"74434",0
"74435",13
"74437",0
"74438",363
"74440",10664
"74441",2
"74442",141
"74443",1582
"74446",8
"74448",0
"74450",1163
"74451",1501
"74453",12
"74454",2
"74455",304
"74456",2
"74458",0
"74460",0
"74463",6
"74464",577
"74466",17
"74467",301
"74468",0
"74469",10
"74470",37
"74471",14
"74472",0
"74473",0
"74475",2
"74476",280
"74477",887
"74478",505
"74479",721
"74480",1232
"74481",9
"74482",3
"74484",0
"74485",12
"74486",1432
"74487",47
"74488",2
"74489",0
"74490",46
"74492",8
"74493",6217
"74498",542
"74499",1
"74504",334
"74511",7
"74513",2860
"74516",0
"74517",0
"74518",0
"74519",728
"74521",1505
"74522",1662
"74525",6492
"74528",112
"74529",0
"74530",0
"74533",1119
"74541",0
"74548",0
"74549",2509
"74551",493
"74552",3358
"74554",57
"74556",0
"74558",209
"74559",548
"74561",0
"74562",2
"74563",1054
"74568",6
"74569",1246
"74570",1699
"74571",0
"74574",3
"74577",176
"74580",36
"74585",1657
"74589",3
"74591",6
"74596",2908
"74597",31
"74600",231
"74601",1
"74602",0
"74603",0
"74610",915
"74614",0
"74616",918
"74617",439
"74621",1
"74622",0
"74624",0
"74626",0
"74627",0
"74629",9
"74633",1
"74635",0
"74637",61
"74644",13
"74645",88
"74646",420
"74647",0
"74648",1317
"74649",5
"74653",743
"74654",1
"74660",0
"74661",1
"74662",0
"74663",0
"74665",414
"74666",43
"74667",0
"74668",0
"74670",478
"74673",1
"74675",0
"74680",0
"74682",1763
"74684",83
"74685",16
"74686",2
"74687",4
"74688",1
"74689",0
"74690",0
"74691",17
"74693",0
"74694",3405
"74700",0
"74702",0
"74703",2
"74706",3
"74708",0
"74709",0
"74711",31
"74712",1
"74715",0
"74716",1
"74717",28
"74718",1042
"74720",20
"74724",3
"74725",0
"74726",0
"74729",110
"74732",4
"74734",10
"74735",38
"74737",785
"74741",1883
"74744",2
"74747",657
"74748",4
"74753",61
"74754",3052
"74757",8
"74760",232
"74761",104
"74762",680
"74763",1951
"74764",564
"74766",235
"74769",1031
"74770",285
"74772",3331
"74775",185
"74776",1420
"74777",610
"74778",766
"74781",3277
"74782",341
"74838",2463
"74840",802
"74841",848
"74843",7
"74844",12
"74845",0
"74846",6
"74847",0
"74851",0
"74852",0
"74854",0
"74855",40
"74859",0
"74864",0
"74868",3449
"74872",0
"74879",1
"74881",0
"74883",8
"74884",0
"74888",0
"74890",2
"74892",2
"74895",493
"74896",0
"74897",0
"74901",3368
"74905",0
"74909",0
"74910",0
"74912",0
"74914",0
"74915",0
"74916",0
"74917",2
"74918",24
"74919",645
"74925",28
"74926",0
"74927",0
"74928",0
"74930",0
"74931",37
"74934",19
"74939",0
"74941",0
"74942",0
"74945",13
"74947",0
"74951",0
"74953",2
"74954",0
"74959",5
"74966",0
"74967",0
"74968",1
"74970",1
"74971",0
"74972",4
"74973",0
"74978",117
"74982",4
"74987",0
"74988",0
"74991",0
"74992",1
"74995",2
"74996",3520
"74998",2422
"75001",0
"75002",1
"75007",448
"75010",0
"75011",0
"75013",3
"75015",4
"75016",82
"75017",0
"75019",2
"75022",0
"75024",0
"75025",0
"75028",2
"75029",749
"75030",123
"75033",30
"75037",1
"75039",0
"75040",37
"75043",0
"75044",3
"75050",178
"75051",83
"75053",0
"75058",0
"75060",44
"75062",699
"75064",2
"75066",0
"75067",0
"75069",0
"75070",1
"75071",0
"75073",1
"75075",21
"75076",1
"75079",161
"75083",5
"75084",8
"75086",1
"75087",11
"75088",2
"75089",3760
"75090",0
"75095",2
"75096",0
"75097",0
"75099",542
"75100",0
"75104",2992
"75106",5
"75111",0
"75115",0
"75116",13
"75117",1
"75122",1
"75123",0
"75124",0
"75125",0
"75128",0
"75129",3
"75131",0
"75133",0
"75135",3
"75137",1789
"75138",2
"75139",0
"75140",0
"75141",3443
"75145",0
"75146",489
"75148",3
"75149",0
"751518",2
"751519",2
"751520",0
"751521",0
"751522",1
"751523",7
"751524",7
"751525",0
"751526",0
"751527",0
"751529",1
"751531",0
"751532",0
"751533",0
"751534",0
"751535",1
"751536",0
"751537",0
"751538",0
"751539",0
"75154",0
"751541",0
"751542",0
"751543",1
"751544",0
"751545",0
"751546",2
"751547",0
"751548",0
"751549",0
"75155",0
"751550",0
"751551",0
"751552",4
"751553",0
"751554",0
"751555",0
"751556",1374
"751557",0
"751558",0
"751559",0
"751560",0
"751561",0
"75159",0
"75160",0
"75161",0
"75162",0
"75164",2
"75166",3
"75170",2
"75172",24
"75173",2
"75175",0
"75176",1
"75178",0
"75180",93
"75185",0
"751864",0
"751865",0
"751866",0
"75187",0
"75188",0
"75189",2
"75193",4
"75196",42
"75197",0
"75198",10
"75199",0
"75202",559
"75203",5
"75204",0
"75205",0
"75208",0
"75209",2399
"75210",395
"75211",0
"75212",325
"75216",230
"75219",865
"75221",842
"75223",0
"75233",0
"75234",1047
"75237",0
"75239",0
"75242",0
"75243",1
"75245",0
"75247",0
"75252",0
"75253",0
"75255",0
"75256",0
"75258",7
"75259",3
"75266",0
"75269",0
"75272",0
"75273",836
"75274",0
"75275",7
"75276",4
"75278",0
"75279",0
"75280",0
"75281",0
"75283",0
"75284",57
"75285",0
"75286",5
"75288",303
"75290",6
"75291",73
"75292",620
"75295",0
"75296",442
"75301",0
"75302",1025
"75304",42
"75305",12
"75309",0
"75310",0
"75311",14
"75315",0
"75316",214
"75317",15
"75320",11089
"75321",0
"75322",0
"75323",0
"75328",0
"75329",0
"75330",0
"75332",0
"75338",2
"75339",1852
"75341",0
"75345",3
"75347",2
"75349",0
"75351",0
"75352",0
"75354",0
"75355",17
"75357",0
"75359",2
"75360",0
"75361",0
"75364",0
"75367",0
"75368",1
"75369",0
"75370",3
"75373",12
"75377",0
"75379",3
"75381",0
"75384",2
"75387",268
"75388",216
"75389",0
"75394",27
"75395",0
"75396",8
"75398",197
"75400",0
"75404",184
"75405",0
"75406",1286
"75409",1640
"75410",1836
"75415",1179
"75416",678
"75420",558
"75422",217
"75423",2182
"75424",25
"75425",565
"75426",46
"75429",37
"75430",207
"75432",1
"75433",0
"75434",1
"75437",0
"75439",1
"75443",0
"75444",1
"75448",0
"75451",0
"75452",680
"75453",19
"75454",697
"75456",0
"75458",47
"75459",0
"75462",2
"75465",17
"75467",1
"75469",4
"75470",2
"75471",0
"75472",35
"75475",569
"75476",0
"75477",0
"75479",12
"75480",24
"75482",3
"75483",0
"75485",0
"75487",0
"75489",0
"75493",2
"75494",0
"75495",5
"75497",0
"75500",0
"75501",0
"75502",0
"75504",26
"75507",1
"75508",0
"75509",0
"75510",0
"75512",14
"75514",0
"75516",40
"75517",6
"75519",0
"75520",0
"75522",0
"75524",1
"75526",0
"75528",0
"75530",349
"75531",0
"75532",0
"75533",205
"75538",121
"75539",3
"75540",581
"75541",272
"75543",0
"75545",0
"75546",0
"75547",1124
"75552",2223
"75553",1321
"75555",26
"75556",21
"75558",5
"75560",3060
"75561",4
"75563",15
"75564",196
"75565",204
"75567",2
"75568",27
"75569",0
"75570",61
"75571",43
"75572",321
"75573",2
"75576",7
"75577",2
"75578",330
"75579",6
"75580",4246
"75581",0
"75584",0
"75586",0
"75589",0
"75590",16
"75593",267
"75596",0
"75597",369
"75599",5711
"75600",17
"75601",0
"75602",22
"75604",11
"75605",2403
"75607",3894
"75608",4087
"75610",2
"75612",2713
"75613",1469
"75614",34
"75616",837
"75617",208
"75619",492
"75620",426
"75622",0
"75623",94
"75624",1081
"75625",435
"75627",1576
"75630",0
"75634",0
"75636",0
"75640",0
"75641",5
"75642",3
"75645",12
"75646",432
"75647",8
"75655",0
"75656",9
"75657",2
"75659",279
"75660",210
"75662",8
"75665",1211
"75667",0
"75668",458
"75669",1305
"75671",0
"75677",8
"75678",545
"75686",204
"75687",2807
"75689",63
"75690",41
"75691",239
"75692",20
"75693",25
"75695",1028
"75697",0
"75698",181
"75704",0
"75705",4625
"75706",0
"75710",646
"75712",749
"75717",2251
"75718",296
"75721",0
"75722",2
"75723",1222
"75725",2327
"75729",192
"75731",439
"75732",32
"75734",4579
"75735",904
"75736",20
"75739",255
"75740",162
"75744",1513
"75745",9016
"75746",116
"75747",1879
"75750",0
"75751",1993
"75753",2
"75758",460
"75761",1
"75763",350
"75764",237
"75766",4
"75767",93
"75768",1
"75769",1586
"75770",5611
"75772",1
"75773",2
"75775",0
"75777",0
"75778",465
"75782",200
"75783",0
"75784",15
"75785",2975
"75786",6277
"75787",1
"75788",1658
"75789",1
"75793",1
"75795",0
"75796",766
"75799",8
"75800",2
"75801",317
"75804",0
"75805",971
"75809",9
"75811",0
"75812",714
"75813",2
"75814",0
"75815",2
"75818",0
"75819",0
"75820",1
"75822",0
"75823",2
"75826",3149
"75827",1
"75828",0
"75829",1
"75831",3
"75833",2
"75835",0
"75836",5
"75841",543
"75845",6
"75847",246
"75852",0
"75853",0
"75854",0
"75855",1
"75857",1
"75858",0
"75859",0
"75860",9
"75861",0
"75862",2
"75863",0
"75869",839
"75870",7
"75871",607
"75877",0
"75878",0
"75879",0
"75880",2
"75881",7
"75883",1
"75886",0
"75887",0
"75888",3
"75890",0
"75893",0
"75894",404
"75900",1
"75901",619
"75904",0
"75905",39
"75906",706
"75909",2558
"75910",0
"75913",58
"75914",3131
"75915",0
"75916",0
"75927",4
"75930",1
"75939",31
"75942",0
"75943",3
"75946",1
"75947",0
"75949",0
"75951",19
"75953",2
"75954",0
"75956",13441
"75957",4
"75958",6
"75964",2230
"75965",1527
"75973",32
"75974",454
"75985",1628
"75986",33
"75990",28
"75991",587
"75995",25
"75996",0
"76000",32
"76001",4
"76002",0
"76003",3
"76007",3673
"76014",789
"76022",1851
"76024",7
"76025",1118
"76041",17
"76044",241
"76051",223
"76055",7374
"76062",0
"76071",2842
"76072",0
"76073",965
"76074",9
"76080",1776
"76088",161
"76089",5238
"76100",8
"76108",3144
"76113",29
"76117",414
"76123",399
"76130",1081
"76131",1
"76132",3791
"76133",31
"76137",624
"76138",119
"76142",276
"76156",3787
"76157",199
"76161",4107
"76166",37
"76167",238
"76178",2647
"76179",4591
"76183",758
"76184",124
"76187",450
"76192",8023
"76199",3841
"76205",1032
"76206",436
"76217",3171
"76218",0
"76219",659
"76220",430
"76222",116
"76223",283
"76229",150
"76233",400
"76237",16
"76238",542
"76246",3798
"76251",716
"76252",6274
"76253",0
"76257",1630
"76260",570
"76261",59
"76263",161
"76265",115
"76267",5884
"76273",3065
"76279",9
"76281",45
"76282",254
"76293",45
"76294",16
"76295",2891
"76299",1291
"76302",2512
"76303",2293
"76306",508
"76308",2454
"76311",29
"76332",735
"76338",998
"76355",119
"76357",228
"76365",103
"76366",255
"76367",114
"76371",40
"76373",37
"76375",154
"76376",22856
"76377",39
"76378",9
"76380",117
"76382",0
"76383",1
"76386",0
"76389",0
"76390",0
"76392",0
"76393",0
"76397",0
"76398",1
"76399",1
"76400",7
"76402",0
"76405",0
"76406",5
"76407",0
"76408",82
"76409",0
"76410",0
"76411",189
"76412",0
"76413",0
"76415",2
"76416",69
"76419",1
"76421",38
"76422",8
"76425",1440
"76426",0
"76429",237
"76432",1
"76438",259
"76441",2721
"76443",0
"76444",0
"76448",175
"76453",528
"76454",3008
"76455",12
"76457",136
"76459",388
"76464",11
"76467",373
"76469",209
"76477",147
"76478",176
"76479",550
"76482",684
"76483",305
"76484",2679
"76485",730
"76486",1
"76487",148
"76491",192
"76497",1331
"76498",704
"76499",9892
"76500",1650
"76501",232
"76505",1009
"76507",0
"76508",180
"76509",2
"76510",1935
"76516",109
"76522",332
"76524",216
"76527",1137
"76539",578
"76547",279
"76551",1829
"76559",2560
"76560",0
"76561",420
"76563",281
"76566",453
"76568",849
"76571",3
"76572",0
"76573",0
"76574",464
"76577",1375
"76580",2065
"76582",1595
"76585",0
"76589",5
"76594",3025
"76601",0
"76602",28
"76604",0
"76606",0
"76608",1414
"76609",0
"76610",0
"76612",162
"76614",3576
"76615",5
"76624",2
"76626",4042
"76627",0
"76628",22
"76629",0
"76630",453
"76633",5
"76634",21
"76637",0
"76639",0
"76640",0
"76642",9
"76643",0
"76645",10
"76646",4
"76648",0
"76649",0
"76650",1980
"76651",0
"76652",16
"76653",1
"76654",910
"76657",0
"76658",3
"76668",37
"76669",0
"76670",31
"76676",0
"76681",93
"76683",11
"76684",0
"76686",13751
"76687",2562
"76688",681
"76701",0
"76703",1
"76705",0
"76707",4065
"76709",3824
"76710",36
"76713",8
"76714",0
"76718",11
"76719",2829
"76720",0
"76722",1
"76728",0
"76737",370
"76740",4968
"76742",3742
"76743",1
"76747",22
"76757",30
"76758",1
"76763",505
"76768",0
"76770",1
"76773",322
"76775",138
"76779",705
"76781",573
"767814",0
"767815",1
"76784",941
"76785",0
"76786",2
"76787",6391
"76788",2913
"76789",1987
"76792",417
"76793",256
"76794",22
"76795",6876
"76797",2
"76798",87
"76799",895
"76800",730
"76803",0
"76804",985
"76808",252
"76809",3868
"76813",463
"76814",0
"76815",0
"76816",387
"76820",7692
"76824",1253
"768252",13
"76826",43
"768271",3
"76829",442
"76832",136
"76843",263
"76846",1193
"76850",438
"76854",67
"76856",2
"76857",1139
"76858",0
"76863",2751
"76866",367
"76867",193
"76872",66
"76873",27
"76874",1
"76877",650
"76880",0
"76884",38205
"76886",5990
"76889",477
"76890",843
"76892",446
"76893",1210
"76894",99
"76895",1952
"76897",2236
"76898",6079
"76899",1014
"76900",3214
"76901",2538
"76905",21
"76915",1
"76916",526
"76917",116
"76920",0
"76921",0
"76925",11
"76927",12
"76932",1833
"76933",9
"76936",3102
"76937",39
"76938",453
"76942",0
"76943",0
"76947",194
"76952",2525
"76954",373
"76959",1358
"76960",2437
"76961",0
"76964",1
"76965",2393
"76967",307
"76969",5118
"76971",0
"76972",99
"76974",11
"76976",1085
"76980",3387
"76982",10761
"76983",1265
"76987",1678
"76992",0
"76993",1
"76995",0
"76998",1
"77001",0
"77006",1527
"77011",9
"77015",1095
"77017",0
"77018",2276
"77022",72
"77031",789
"77032",401
"77034",455
"77035",121
"77036",18
"77037",0
"77038",89
"77040",1542
"77041",228
"77042",0
"77044",1597
"77045",2538
"77048",1039
"77049",0
"77053",2876
"77055",0
"77056",105
"77057",225
"77058",24
"77059",12
"77065",1210
"77080",0
"77087",6512
"77090",77
"77097",7603
"77103",5
"77106",1736
"77110",619
"77113",5750
"77116",1079
"77117",57
"77119",2
"77124",0
"77125",1168
"77127",4
"77128",2012
"77132",14
"77134",3147
"77166",2
"77171",0
"77173",0
"77189",8
"77198",0
"77200",51
"77209",50
"77215",0
"77219",1370
"77220",404
"77223",0
"77248",0
"77252",40
"77254",507
"77257",0
"77264",880
"77269",0
"77286",973
"77288",304
"77290",0
"77296",0
"77300",2517
"77305",3748
"77318",141
"77323",88
"77331",0
"77337",5
"77341",0
"77352",14
"77358",0
"77361",36
"77371",777
"77382",53
"77383",67
"77397",0
"77398",0
"77402",2
"77407",1953
"77411",1
"77414",23
"77417",3
"77422",287
"77424",0
"77428",78
"77432",0
"77433",1
"77442",2
"77446",1109
"77453",3
"77462",60
"77475",0
"77480",12356
"77485",7
"77490",0
"77505",206
"77516",11
"77519",1289
"77521",1377
"77522",0
"77531",9821
"77532",279
"77533",43
"77538",0
"77543",2
"77552",2098
"77558",51
"77559",1651
"77560",16
"77569",3275
"77573",3177
"77574",8114
"77577",2
"77578",1381
"77579",11406
"77580",0
"77582",2536
"77583",60
"77590",1296
"77591",663
"77592",1
"77593",1786
"77594",7
"77595",14
"77596",2
"77604",611
"77605",623
"77609",143
"77610",5
"77613",112
"77618",9
"77619",7
"77622",217
"77626",1583
"77627",239
"77629",5696
"77630",423
"77631",0
"77632",0
"77633",126
"77634",1429
"77644",888
"77645",0
"77647",27
"77652",316
"77665",1
"77668",0
"77669",8
"77673",0
"77674",0
"77675",2
"77682",0
"77683",983
"77684",0
"77697",798
"77699",0
"77700",12
"77701",2
"77704",0
"77705",0
"77706",0
"77710",1
"77717",2
"77721",268
"77727",2
"77733",703
"77739",269
"77740",0
"77741",9
"77744",79
"77753",1
"77762",0
"77763",0
"777648",4
"777654",2
"777655",0
"777656",1
"777657",0
"77766",656
"777661",0
"777662",0
"777663",0
"777664",0
"777665",0
"777667",0
"777669",0
"77767",1371
"777670",0
"777672",0
"777673",0
"777674",0
"777675",0
"777676",0
"777677",0
"777678",0
"777679",0
"777680",0
"777681",0
"777682",0
"777683",0
"777684",0
"777685",0
"777686",0
"777687",0
"777688",0
"777689",0
"77771",3961
"77772",70
"77777",0
"777779",0
"777780",0
"777781",0
"777782",0
"777783",0
"777784",0
"77779",5
"77781",4772
"77782",150
"77794",124
"77798",15
"77799",6
"77800",0
"77803",4
"77805",560
"77806",6
"77809",447
"77810",23
"77827",979
"77832",200
"77835",0
"77836",4
"77846",0
"77853",1442
"77855",2
"77857",22
"77862",302
"77864",1975
"77866",59
"77875",1
"77877",1176
"77878",0
"77880",0
"77883",0
"77889",1030
"77891",172
"77905",1
"77908",0
"77914",1
"77918",0
"77920",77
"77929",1342
"77938",1080
"77940",33
"77945",29
"77951",389
"77961",0
"77963",1749
"77974",24
"77975",2103
"77976",2746
"77980",5522
"77981",21
"77982",2
"77983",2
"77987",1036
"77994",43
"77996",7
"77998",2
"78004",15
"78015",0
"78016",5
"78017",0
"78019",12
"78021",2
"78023",0
"78025",0
"78027",0
"78028",0
"78029",0
"78031",0
"78034",0
"78038",551
"78039",0
"78042",2
"78043",0
"78048",0
"78049",0
"78052",5
"78056",0
"78057",0
"78058",0
"78059",0
"78060",0
"78062",1
"78068",8
"78070",2036
"78071",6
"78073",5
"78076",0
"780792",0
"780793",0
"780794",0
"780796",0
"780797",0
"780798",0
"780799",0
"780800",0
"780801",0
"780802",0
"780803",0
"780804",0
"78081",0
"780817",0
"780818",0
"78082",1
"780822",0
"780823",0
"780824",0
"780825",0
"780827",0
"780828",0
"780829",0
"780830",0
"780831",0
"780832",0
"780833",0
"780834",0
"780859",0
"78086",0
"780860",0
"780861",0
"780862",0
"780863",0
"780864",0
"780865",0
"78088",513
"780883",0
"780884",0
"780885",0
"780886",0
"780887",0
"780888",0
"780890",0
"780891",0
"780892",0
"780894",0
"78092",0
"780926",0
"780927",0
"780928",0
"780929",0
"780930",0
"780931",0
"780932",0
"780936",0
"780937",0
"780938",0
"780939",0
"780940",0
"780956",0
"780957",0
"780958",0
"780959",0
"780960",0
"78100",1481
"78102",3
"78103",1
"78105",1
"78106",0
"78108",197
"78110",0
"78111",4
"78112",0
"78115",13
"78118",0
"78119",9
"78120",0
"78122",0
"78124",0
"78127",3
"78128",0
"78134",51
"78136",0
"78145",0
"78148",0
"78151",12
"78156",0
"78158",0
"78163",0
"78167",5
"78170",0
"78171",0
"78172",0
"78174",8
"78176",3
"78177",246
"78178",0
"78180",0
"78183",12
"78185",6
"78193",0
"78194",0
"78199",0
"78200",12
"78202",21
"78212",0
"78213",0
"78215",0
"78217",20
"78219",0
"78221",0
"78229",3
"78232",1066
"78238",0
"78239",0
"78240",0
"78242",0
"78243",0
"78244",1042
"78245",8
"78246",921
"78248",1770
"78249",38
"78250",5
"78251",197
"78252",13
"78255",1502
"78257",126
"78258",0
"78266",787
"78267",431
"78283",5982
"78284",15
"78286",1991
"78287",1718
"78294",115
"78303",150
"78304",191
"78306",1
"78308",640
"78309",2115
"78312",1
"78316",0
"78317",80
"78321",47
"78323",198
"78328",0
"78329",53
"78330",1147
"78334",3124
"78335",0
"78339",5037
"78343",0
"78349",0
"78353",7
"78354",0
"78365",1
"78369",25
"78372",273
"78373",84
"78376",5
"78382",0
"78388",187
"78390",1
"78394",701
"78403",5
"78405",5
"78408",4153
"78412",39
"78414",0
"78416",6
"78419",3
"78420",0
"78428",274
"78438",38
"78439",26
"78443",0
"78444",28
"78445",20
"78446",0
"78449",8
"78451",13
"78455",2416
"78457",0
