"","sorted_reads_SRR14114310.bam"
"69419",0
"69420",0
"69423",0
"69428",0
"69430",147
"69431",14
"69432",2
"69433",0
"69434",31
"69437",0
"69438",0
"69439",5
"69440",1479
"69441",54
"69443",0
"69444",0
"69449",1
"69453",5
"69454",19
"69456",519
"69457",3
"69459",1698
"69460",0
"69462",0
"69464",0
"69469",2
"69470",2543
"69473",0
"69476",0
"69478",91
"69479",96
"69480",1567
"69481",2
"69482",77
"69487",853
"69491",0
"69495",0
"69496",0
"69499",1693
"69501",0
"69504",872
"69511",0
"69513",14
"69514",0
"69517",0
"69519",360
"69520",0
"69522",0
"69524",406
"69527",818
"69528",236
"69533",0
"69534",280
"69535",269
"69536",205
"69537",34
"69538",546
"69539",1860
"69540",2
"69541",0
"69542",1
"69543",3
"69544",94
"69546",395
"69547",24
"69548",175
"69549",40
"69550",67
"69551",1604
"69553",9
"69554",4964
"69556",997
"69561",2
"69562",2140
"69563",3
"69564",4
"69565",0
"69566",0
"69568",114
"69571",0
"69572",73
"69573",76
"69574",149
"69576",1
"69577",281
"69578",6
"69581",1255
"69582",3108
"69583",10
"69585",20
"69587",1666
"69590",67
"69591",5
"69592",0
"69593",14
"69595",7
"69596",201
"69597",2408
"69601",4046
"69602",3
"69603",0
"69605",3108
"69606",210
"69608",498
"69611",0
"69612",533
"69617",1014
"69623",270
"69627",0
"69629",0
"69631",0
"69632",10525
"69634",471
"69635",3782
"69638",431
"69639",373
"69640",1
"69641",517
"69642",1202
"69652",0
"69654",5576
"69655",51
"69656",192
"69657",10
"69659",48
"69660",836
"69661",0
"69662",849
"69663",517
"69664",0
"69665",1
"69666",76
"69668",218
"69671",5
"69672",1283
"69674",164
"69675",1862
"69677",0
"69678",7
"69679",0
"69681",22
"69683",2649
"69684",1328
"69692",268
"69693",17
"69694",394
"69696",0
"69697",722
"69698",30
"69699",0
"69700",63
"69702",514
"69706",0
"69707",91
"69709",535
"69710",483
"69713",24
"69714",406
"69716",30
"69717",0
"69718",1021
"69719",600
"69721",1878
"69723",208
"69724",255
"69726",1074
"69727",3832
"69729",4
"69731",259
"69732",18
"69736",85
"69737",1565
"69739",3
"69740",274
"69742",760
"69743",73
"69745",32
"69747",101
"69748",117
"69749",116
"69750",24
"69752",208
"69754",606
"69757",166
"69761",0
"69768",0
"69769",19
"69770",44
"69771",2
"69772",18
"69773",1367
"69774",28
"69776",0
"69780",5060
"69781",0
"69784",245
"69785",0
"69786",1380
"69787",2
"69788",10
"69790",314
"69792",314
"69794",0
"69797",0
"69798",5
"69802",360
"69804",1028
"69806",289
"69807",3975
"69808",1
"69809",2
"69810",0
"69812",41
"69814",0
"69815",36
"69816",2
"69821",188
"69823",2782
"69824",7
"69826",0
"69833",608
"69834",483
"69836",0
"69837",53
"69847",182
"69852",10
"69854",0
"69857",0
"69860",675
"69861",0
"69862",0
"69863",2596
"69864",0
"69865",0
"69870",648
"69871",93
"69875",518
"69876",130
"69878",21
"69881",11
"69882",251
"69885",4
"69888",0
"69889",1
"69890",704
"69893",282
"69894",530
"69895",329
"69900",716
"69902",116
"69903",203
"69904",0
"69906",615
"69908",1202
"69909",2
"69912",95
"69917",1188
"69918",15
"69920",334
"69922",48
"69923",288
"69926",22
"69928",68
"69930",658
"69934",317
"69938",3739
"69940",1498
"69941",3
"69942",99
"69944",287
"69952",298
"69953",204
"69955",304
"69956",1630
"69957",1234
"69961",114
"69962",63
"69964",11
"69966",7
"69972",0
"69974",19
"69976",523
"69981",14367
"69982",0
"69983",14
"69984",0
"69986",0
"69987",8
"69993",1465
"69994",0
"69999",0
"70001",1
"70003",0
"70004",23
"70005",113
"70008",65
"70009",0
"70011",1
"70012",392
"70020",258
"70021",64
"70024",28
"70025",5156
"70026",0
"70028",3015
"70031",17
"70036",27
"70040",3
"70044",429
"70045",8
"70047",616
"70052",527
"70054",18
"70055",0
"70059",85
"70060",21
"70061",2
"70062",0
"70065",0
"70069",0
"70073",0
"70078",940
"70080",0
"70081",176
"70082",840
"70083",543
"70086",23
"70088",2639
"70090",1
"70093",2509
"70097",2935
"70099",360
"70100",5
"70101",51
"70103",802
"70110",53
"70113",13
"70118",161
"70120",362
"70122",954
"70123",438
"70127",86
"70129",16
"70134",13
"70138",0
"70143",1
"70144",1009
"70147",0
"70152",475
"70153",231
"70155",5708
"70157",0
"70160",912
"70162",9
"70163",1
"70166",0
"70178",620
"70186",502
"70192",2
"70194",8
"70202",0
"70207",275
"70208",1134
"70209",338
"70218",4
"70223",6289
"70225",390
"70226",9
"70227",134
"70230",423
"70231",2507
"70233",1581
"70235",267
"70237",1834
"70238",1178
"70239",530
"70240",94
"70247",5326
"70248",888
"70252",74
"70257",1436
"70258",15
"70261",48
"70266",247
"70274",21
"70281",8
"70285",307
"70291",19
"70292",653
"70294",1565
"70296",1014
"70297",2943
"70300",374
"70310",241
"70312",544
"70314",207
"70315",328
"70316",138
"70317",469
"70319",1
"70325",88
"70333",405
"70335",223
"70337",4
"70345",5
"70348",36
"70349",2038
"70350",12125
"70351",855
"70354",5359
"70355",106
"70356",4958
"70357",651
"70358",11
"70359",432
"70361",1177
"70362",30
"70363",2221
"70365",0
"70369",1079
"70370",50
"70371",0
"70373",1283
"70375",1056
"70377",17
"70380",227
"70381",3436
"70382",1450
"70383",507
"70385",19
"70387",911
"70392",0
"70393",12
"70394",491
"70396",336
"70397",759
"70405",1
"70408",692
"70415",150
"70417",871
"70419",4
"70420",319
"70422",632
"70423",336
"70425",1722
"70426",196
"70427",640
"70428",565
"70430",934
"70432",2119
"70433",13
"70435",5601
"70439",1486
"70441",181
"70445",77
"70448",14
"70450",20
"70451",109
"70454",31
"70456",1048
"70458",8
"70461",424
"70465",953
"70466",16
"70470",666
"70472",383
"70478",925
"70481",91
"70484",90
"70487",1
"70489",43
"70491",2
"70494",14
"70495",6828
"70497",358
"70503",167
"70508",1158
"70510",1674
"70511",80
"70523",8
"70527",849
"70530",491
"70533",879
"70536",314
"70537",0
"70538",1
"70544",888
"70546",2456
"70549",5103
"70550",0
"70551",449
"70552",83
"70556",808
"70560",256
"70561",2501
"70564",2181
"70567",474
"70568",541
"70571",325
"70572",3063
"70573",289
"70574",319
"70575",421
"70579",124
"70584",182
"70591",2465
"70592",18
"70593",0
"70594",0
"70598",551
"70599",1375
"70601",1132
"70602",0
"70603",48
"70604",2921
"70605",401
"70611",1496
"70612",332
"70615",740
"70616",985
"70617",84
"70620",1481
"70625",171
"70626",45
"70638",1732
"70640",2967
"70645",34
"70646",1164
"70650",815
"70652",319
"70661",4182
"70673",395
"70675",2840
"70676",169
"70681",128
"70683",865
"70686",413
"70691",3
"70693",667
"70696",0
"70699",925
"70701",0
"70713",1196
"70717",602
"70719",213
"70720",0
"70726",78
"70727",7769
"70729",5882
"70730",37
"70737",119
"70747",3423
"70750",1114
"70753",6
"70757",618
"70762",2131
"70767",455
"70769",1365
"70771",337
"70772",42
"70779",104
"70784",78
"70785",33
"70788",8
"70789",7
"70790",6378
"70791",593
"70796",655
"70797",1995
"70799",307
"70800",0
"70802",780
"70804",1891
"70807",156
"70808",599
"70809",0
"70810",7
"70821",25
"70823",380
"70827",5831
"70829",875
"70831",0
"70832",46
"70834",15516
"70835",34
"70839",1022
"70840",0
"70843",1
"70845",0
"70846",0
"70852",6
"70853",45
"70858",7
"70859",0
"70861",0
"70862",1
"70864",0
"70866",2
"70873",186
"70874",0
"70876",7
"70881",0
"70882",14
"70884",35
"70885",1506
"70886",0
"70887",122
"70891",31
"70892",10621
"70893",0
"70894",39
"70896",0
"70897",1
"70898",12
"70900",0
"70901",0
"70902",0
"70909",5
"70911",4582
"70917",1
"70918",239
"70920",10
"70924",0
"70925",453
"70928",2
"70930",732
"70933",1
"70934",5
"70935",0
"70936",0
"70941",0
"70942",7
"70945",1
"70948",3
"70950",0
"70951",40
"70952",2
"70956",0
"70957",7
"70960",0
"70962",1
"70966",26
"70967",47
"70969",0
"70970",0
"70971",0
"70972",0
"70973",0
"70974",17506
"70976",12
"70977",0
"70979",4
"70980",0
"70981",11
"70984",560
"70986",11
"70987",5
"70988",0
"70989",6
"70993",4
"70997",187
"70998",816
"70999",523
"71000",5
"71001",1
"71003",6
"71004",9
"71007",120
"71008",0
"71011",0
"71018",0
"71020",127
"71025",0
"71026",0
"71027",14
"71029",0
"71033",0
"71037",10
"71038",0
"71040",6
"71041",401
"71045",12
"71046",5
"71052",2
"71054",14
"71056",0
"71057",0
"71058",0
"71059",268
"71062",2
"71063",672
"71066",0
"71067",0
"71069",5014
"71071",48
"71078",0
"71081",0
"71082",0
"71083",0
"71085",114
"71086",106
"71088",0
"71089",0
"71090",0
"71091",585
"71092",0
"71093",32
"71096",1114
"71099",17
"71100",4
"71101",335
"71103",0
"71106",0
"71111",0
"71116",671
"71120",0
"71122",2
"71125",1
"71130",16
"71131",122
"71132",89
"71133",1
"71134",1
"71137",374
"71138",1
"71141",49
"71145",18
"71146",2392
"71147",304
"71148",1377
"71149",14
"71151",206
"71153",2
"71156",0
"71157",0
"71159",2
"71161",18
"71162",0
"71163",389
"71164",0
"71166",9
"71169",1626
"71174",0
"71175",2547
"71176",3
"71177",668
"71182",14
"71183",1
"71186",26
"71196",0
"71198",622
"71200",16
"71206",179
"71207",4735
"71208",0
"71209",0
"71213",117
"71223",1
"71226",53
"71227",4
"71228",1311
"71232",0
"71233",71
"71234",0
"71235",5
"71236",6
"71238",182
"71240",409
"71241",0
"71242",95
"71244",0
"71247",0
"71248",0
"71249",0
"71252",0
"71254",114
"71263",344
"71264",7
"71265",12
"71268",1135
"71270",1
"71274",4
"71275",10
"71276",242
"71279",400
"71281",0
"71285",0
"71287",0
"71293",0
"71296",4
"71297",0
"71298",0
"71300",1
"71301",1
"71302",4174
"71304",3
"71306",1988
"71307",5
"71310",4440
"71313",13
"71314",0
"71316",1
"71319",8
"71321",0
"71323",463
"71325",0
"71326",1
"71330",1287
"71336",35
"71338",1
"71339",248
"71340",388
"71342",0
"71345",0
"71349",0
"71351",0
"71354",154
"71355",216
"71357",1
"71361",179
"71362",1
"71363",0
"71365",322
"71367",8
"71368",5
"71369",0
"71371",1596
"71373",216
"71375",1512
"71382",681
"71386",0
"71388",2
"71389",3128
"71390",0
"71392",0
"71393",713
"71395",9
"71398",2
"71405",1
"71406",7
"71409",1906
"71412",7
"71416",0
"71421",0
"71422",0
"71425",1
"71432",1
"71435",5804
"71436",833
"71445",193
"71446",1178
"71448",397
"71449",304
"71452",3119
"71453",0
"71457",0
"71458",1230
"71461",316
"71468",0
"71472",3270
"71473",0
"71474",3068
"71481",151
"71484",1
"71489",5
"71492",587
"71508",235
"71510",0
"71514",5637
"71517",1715
"71519",179
"71520",90
"71521",2486
"71522",4
"71523",211
"71528",0
"71529",2366
"71532",2267
"71538",2410
"71544",642
"71545",0
"71562",86
"71564",493
"71566",944
"71567",195
"71575",0
"71576",0
"71578",0
"71581",0
"71583",5
"71584",119
"71586",210
"71591",1358
"71592",1859
"71597",1
"71599",159
"71601",0
"71602",644
"71607",9
"71609",46
"71613",0
"71617",743
"71619",0
"71623",0
"71624",3
"71637",3
"71638",0
"71639",1
"71640",482
"71643",128
"71647",4
"71648",614
"71650",0
"71653",1034
"71654",0
"71660",67
"71661",3
"71664",0
"71665",649
"71667",1272
"71670",38
"71673",360
"71675",1783
"71678",971
"71679",413
"71682",47
"71683",56
"71684",423
"71685",718
"71687",1011
"71690",8
"71691",3775
"71693",14
"71699",142
"71701",718
"71702",398
"71703",1613
"71704",2038
"71706",211
"71707",154
"71709",207
"71710",572
"71711",384
"71712",17
"71713",1402
"71715",434
"71718",353
"71720",1112
"71721",1465
"71722",5103
"71723",230
"71724",87
"71726",352
"71728",915
"71729",1380
"71732",1680
"71733",396
"71735",236
"71738",30
"71740",89
"71742",570
"71743",392
"71745",2221
"71746",43
"71750",7235
"71751",1147
"71752",1392
"71753",7
"71754",1
"71755",386
"71756",0
"71760",682
"71761",16
"71764",3772
"71765",4159
"71766",238
"71767",234
"71768",10
"71769",80
"71770",9976
"71772",1617
"71773",0
"71774",197
"71775",1
"71776",52
"71777",527
"71778",1099
"71779",1260
"71780",820
"71781",301
"71782",1140
"71785",116
"71787",315
"71790",31
"71791",8
"71793",407
"71795",2762
"71797",2
"71799",507
"71801",197
"71803",1223
"71804",5
"71805",1363
"71807",700
"71810",1719
"71816",471
"71817",1862
"71818",0
"71819",42
"71820",486
"71824",0
"71826",0
"71827",5
"71828",1
"71829",0
"71830",0
"71831",12
"71832",375
"71833",5941
"71834",594
"71835",3079
"71836",28
"71837",514
"71838",113
"71839",6
"71840",16
"71841",0
"71843",431
"71844",1467
"71846",67
"71847",0
"71853",2635
"71854",0
"71856",21
"71860",25
"71861",0
"71862",10
"71863",0
"71864",15
"71865",260
"71867",0
"71868",2
"71869",0
"71870",55
"71872",30
"71873",0
"71874",1
"71876",52
"71877",29
"71878",51
"71881",1286
"71883",895
"71884",3
"71885",208
"71886",0
"71887",8
"71888",1
"71889",36
"71890",177
"71891",1949
"71893",50
"71897",205
"71898",5
"71900",6059
"71901",4199
"71902",5159
"71903",0
"71904",1183
"71907",168
"71908",10
"71909",38
"71910",298
"71911",972
"71912",68
"71913",19
"71914",52
"71916",124
"71918",1803
"71919",515
"71920",2
"71921",1014
"71923",397
"71924",80
"71927",8556
"71929",359
"71932",16
"71934",41
"71939",4
"71941",279
"71943",591
"71946",2268
"71947",1972
"71949",850
"71950",0
"71951",57
"71952",209
"71954",2406
"71955",1552
"71956",65
"71957",693
"71960",1046
"71962",80
"71963",102
"71966",70
"71967",0
"71968",506
"71970",226
"71971",413
"71972",341
"71973",25
"71974",594
"71978",2132
"71979",0
"71981",13
"71982",2789
"71983",137
"71984",290
"71985",64
"71986",199
"71988",4
"71989",182
"71990",1266
"71991",296
"71994",819
"71995",12
"71996",0
"71997",651
"71998",117
"71999",870
"72000",3
"72002",11
"72003",2944
"72007",721
"72008",355
"72012",112
"72014",215
"72016",162
"72017",331
"72018",1133
"72020",962
"72022",110
"72023",528
"72025",0
"72026",308
"72027",5
"72029",1174
"72030",0
"72033",1271
"72039",653
"72040",0
"72041",103
"72042",938
"72043",2905
"72045",4
"72046",1486
"72047",2852
"72049",4
"72050",196
"72053",1104
"72054",7
"72055",1705
"72056",332
"72057",1643
"72058",19
"72061",528
"72065",1020
"72068",1752
"72074",3
"72075",733
"72076",1
"72077",0
"72080",10
"72082",0
"72083",257
"72084",230
"72085",294
"72088",0
"72090",0
"72091",57
"72093",58
"72094",0
"72096",304
"72097",6519
"72098",1084
"72102",1417
"72103",185
"72104",2
"72106",432
"72107",9
"72108",2026
"72112",2
"72113",586
"72114",211
"72117",2606
"72119",79
"72121",10
"72122",3
"72123",384
"72124",935
"72125",3034
"72128",771
"72129",818
"72131",0
"72133",641
"72135",1648
"72136",25
"72137",300
"72139",275
"72140",340
"72141",355
"72144",1410
"72145",9443
"72146",0
"72147",310
"72148",431
"72149",459
"72151",154
"72154",705
"72155",33
"72157",1263
"72160",402
"72162",3435
"72167",126
"72168",2227
"72169",5
"72170",640
"72171",124
"72175",504
"72179",1044
"72180",190
"72181",240
"72183",1019
"72184",33
"72185",355
"72190",1835
"72193",1987
"72194",1844
"72195",374
"72198",2544
"72199",856
"72201",1238
"72203",379
"72205",4483
"72208",0
"72211",0
"72215",11
"72218",2
"72219",1
"72221",0
"72224",16
"72225",386
"72229",0
"72230",109
"72231",1
"72236",10
"72238",1226
"72240",1
"72241",0
"72242",0
"72243",35
"72244",557
"72246",1
"72249",1
"72252",0
"72254",197
"72257",0
"72258",265
"72259",0
"72263",2
"72264",1
"72265",900
"72267",1
"72268",0
"72269",25
"72273",18
"72274",27
"72275",3
"72276",0
"72277",0
"72278",2030
"72281",8
"72282",0
"72284",315
"72285",1
"72286",0
"72287",64
"72289",36208
"72290",862
"72293",92
"72296",3307
"72297",25
"72301",1500
"72303",0
"72305",0
"72306",647
"72307",265
"72308",1764
"72309",932
"72310",2
"72313",2605
"72315",253
"72316",0
"72317",0
"72318",213
"72320",4005
"72322",1749
"72323",439
"72324",809
"72325",1096
"72326",112
"72330",149
"72333",178
"72338",37
"72340",0
"72341",171
"72344",908
"72345",268
"72349",5712
"72350",80
"72351",1692
"72354",980
"72355",115
"72357",2229
"72361",6
"72365",2
"72368",379
"72371",467
"72373",1
"723792",0
"72381",0
"723814",0
"723815",0
"723816",0
"723817",0
"723818",0
"723819",0
"723820",0
"723821",0
"723822",0
"723823",0
"723824",0
"723825",4
"723826",0
"723827",2
"723828",0
"723829",0
"72383",0
"723830",0
"723831",0
"723832",0
"723833",1
"723834",0
"723835",0
"723836",0
"723837",0
"723838",1
"723839",0
"723840",0
"723841",0
"723842",2
"723843",0
"723844",0
"723845",0
"723846",17
"723847",0
"723848",0
"723849",0
"723850",0
"723851",0
"723852",0
"723853",0
"723854",5
"723855",0
"723856",2
"723857",11
"723858",0
"723859",2
"72386",204
"723860",0
"723861",3
"723862",5
"723863",0
"723864",0
"723865",0
"723866",0
"723867",0
"723868",0
"723869",0
"723870",0
"723871",0
"723873",0
"723874",0
"723875",4
"723876",0
"723877",0
"723878",0
"723879",0
"72388",10
"723880",0
"723881",0
"723882",0
"723883",0
"723884",0
"723885",0
"723886",0
"723887",0
"723888",0
"723889",2
"723890",0
"723891",0
"723892",0
"723893",0
"723894",0
"723895",0
"723896",4
"723897",0
"723898",0
"723899",4
"723900",0
"723901",0
"723902",5
"723903",0
"723904",0
"723905",0
"723906",0
"723907",0
"723908",0
"723909",0
"72391",9
"723910",0
"723911",0
"723912",5
"723913",1
"723914",0
"723916",0
"723917",3
"723918",0
"723919",0
"72392",733
"723920",0
"723921",0
"723922",0
"723923",0
"723924",0
"723925",1
"723926",0
"723927",0
"723928",0
"723929",0
"72393",13960
"723930",4
"723931",0
"723932",0
"723933",1
"723934",2
"723935",0
"723936",0
"723937",0
"723938",0
"723939",0
"723940",0
"723941",9
"723942",0
"723944",0
"723945",0
"723946",0
"723947",0
"723948",0
"723949",0
"72395",30
"723950",13
"723951",0
"723952",0
"723953",0
"723954",0
"723955",1
"723956",0
"723957",0
"723958",0
"723959",0
"723960",0
"723962",3
"723963",0
"723964",0
"723965",0
"723966",0
"723967",0
"723968",0
"72397",333
"723974",0
"723975",0
"723976",0
"72399",1770
"72400",125
"72401",3
"724020",0
"724035",0
"72404",719
"724062",0
"724063",0
"724064",0
"724106",0
"724112",0
"72413",80
"72415",3
"72416",2584
"72421",242
"72425",359
"72429",127
"72431",0
"72432",0
"72433",6
"72434",2
"72440",200
"72446",279
"72454",459
"72459",2039
"72461",287
"72462",441
"72465",1307
"72469",371
"72472",58
"72475",4933
"72477",1219
"72479",979
"72480",10381
"72481",21
"72482",1055
"72484",0
"72486",395
"72495",0
"72500",200
"72502",423
"72503",10754
"72504",208
"72507",607
"72508",1821
"72511",125
"72512",105
"72514",89
"72515",802
"72518",6
"72519",1503
"72522",348
"72535",177
"72536",167
"72542",1228
"72543",3118
"72544",0
"72549",51
"72552",1021
"72554",387
"72555",1719
"72556",65
"72560",61
"72562",150
"72563",3
"72565",337
"72567",3818
"72568",111
"72569",459
"72572",1009
"72575",12
"72578",126
"72580",294
"72584",2017
"72585",1179
"72587",1103
"72588",1
"72590",6577
"72599",74
"72605",4469
"72607",1182
"72608",6
"72609",6
"72611",1064
"72612",1209
"72614",23
"72615",772
"72621",705
"72628",1
"72630",236
"72632",96
"72634",1178
"72635",193
"72640",112
"72647",0
"72648",9
"72649",895
"72650",216
"72654",168
"72655",124
"72656",1002
"72657",202
"72658",160
"72661",954
"72662",412
"72665",9
"72667",555
"72668",242
"72669",232
"72672",367
"72674",1625
"72677",71
"72685",11023
"72690",41
"72691",103
"72692",1735
"72693",1881
"72699",470
"72701",199
"72709",30
"72713",16
"72716",6
"72720",324
"72722",854
"72723",485
"72726",203
"72727",2071
"72729",3918
"72735",1
"72736",1328
"72739",560
"72745",558
"72747",587
"72748",50
"72749",158
"72750",2720
"72753",1
"72754",1381
"72759",1670
"72772",644
"727720",0
"72774",133
"72775",180
"72776",167
"72778",1
"72780",300
"72787",605
"72789",2
"72792",285
"72795",2371
"72805",282
"72807",42
"72813",18
"72818",0
"72821",8374
"72823",128
"72825",360
"72826",584
"72828",986
"72831",3125
"72832",1452
"72834",315
"72836",215
"72843",749
"72844",3550
"72852",920
"72865",2140
"72873",241
"72881",331
"72886",102
"72891",6
"72893",4
"72895",3794
"72898",1948
"72899",2041
"72900",3253
"72902",4409
"72925",1216
"72927",2021
"72930",3704
"72931",1560
"72935",854
"72938",158
"72946",799
"72947",200
"72948",14377
"72949",1145
"72958",104
"72960",323
"72961",33302
"72962",34
"72972",3928
"72973",111
"72978",1469
"72981",2008
"72982",200
"72993",3957
"72997",1076
"72999",1136
"73009",0
"73010",1424
"73016",19
"73024",3249
"73032",1314
"73040",919
"73046",434
"73047",1618
"73061",89
"73062",1372
"73067",339
"73068",430
"73072",766
"73075",62
"73076",0
"73078",1194
"73086",1006
"73090",0
"73093",9
"73094",7549
"73095",527
"73100",565
"73102",2106
"73103",38
"73106",12
"73112",93
"73121",16
"73122",1498
"73124",728
"73129",3
"73130",1068
"73132",1478
"73137",581
"73139",283
"73144",659
"73149",27
"73158",3789
"73162",579
"73166",328
"73167",3
"73172",154
"73173",217
"73174",1077
"73176",0
"73178",4163
"73181",28
"73182",170
"73183",18
"73187",6
"73191",10
"73192",1722
"73204",90
"73205",572
"73208",6
"73212",208
"73216",6
"73218",637
"73225",570
"73229",330
"73230",283
"73233",604
"73234",4
"73242",1194
"73244",0
"73246",24
"73247",271
"732482",0
"732489",0
"73250",0
"73251",6538
"73254",93
"73255",0
"73256",0
"73257",0
"73259",0
"73261",62
"73266",0
"73272",0
"73274",3808
"73278",0
"73281",0
"73282",0
"73283",2
"73284",445
"73286",0
"73287",82
"73288",2380
"73293",46
"73295",0
"73296",745
"73297",4
"73299",0
"73300",0
"73301",5
"73302",0
"73303",18
"73306",0
"73307",0
"73309",0
"73312",0
"73314",157
"73316",22
"73318",0
"73321",0
"73322",0
"73324",2
"73326",0
"73327",237
"73329",0
"73331",1
"73332",364
"73333",1
"73336",0
"73338",61
"73339",0
"73340",357
"73341",312
"73344",2
"73346",0
"73347",0
"73348",0
"73349",0
"73353",0
"73358",1
"73360",0
"73363",3
"73364",0
"73365",4
"73366",1
"73368",240
"73373",606
"73375",0
"73376",1
"73379",1279
"73381",0
"73382",3
"73385",555
"73388",0
"73389",361
"73390",215
"73391",5
"73395",0
"73396",0
"73397",0
"73398",0
"73399",0
"73400",0
"73405",14
"73407",177
"73408",0
"73409",0
"73410",1
"73412",0
"73419",517
"73420",1462
"73422",47
"73425",0
"73426",0
"73429",0
"73430",244
"73431",39
"73433",0
"73435",1
"73437",4
"73438",0
"73440",0
"73442",6595
"73447",5284
"73449",3
"73451",598
"73452",0
"73453",10
"73454",0
"73455",3
"73456",2
"73457",0
"73458",6
"73462",0
"73463",3
"73465",0
"73466",0
"73467",841
"73469",1688
"73470",0
"73471",0
"73472",20
"73473",1303
"73474",0
"73475",3
"73477",0
"73480",1
"73481",0
"73485",0
"73486",0
"73487",0
"73488",0
"73489",5
"73490",124
"73495",0
"73500",4
"73503",0
"73504",15
"73505",0
"73515",0
"73516",69
"73523",5
"735252",0
"735253",0
"735255",0
"735256",0
"735257",0
"735258",0
"735259",1
"73526",3
"735261",0
"735262",0
"735263",0
"735264",0
"735265",58
"735266",0
"735267",0
"735268",0
"735269",0
"735270",0
"735271",2
"735272",0
"735273",0
"735274",37
"735275",0
"735277",2
"735278",0
"735279",0
"735280",0
"735281",0
"735282",2
"735283",0
"735284",0
"735285",0
"735286",0
"735287",0
"735288",23
"735289",0
"73529",0
"735290",0
"735308",0
"735309",0
"73531",0
"73532",0
"73536",3
"73542",0
"73545",136
"73547",0
"73549",0
"73553",0
"73554",0
"73557",0
"73558",2
"73560",0
"73563",0
"73567",0
"73569",132
"73571",51
"73575",0
"73576",0
"73579",10
"73582",505
"73584",0
"73588",22
"73590",0
"73591",0
"73592",0
"73593",0
"73598",79
"73600",8
"73603",26
"73605",0
"73606",0
"73608",11
"73609",7
"73610",122
"73611",9
"73614",0
"73616",1
"73617",1
"73618",0
"73619",1
"73622",0
"73624",0
"73626",0
"73628",11
"73631",0
"73634",8
"73635",77
"73639",0
"73644",0
"73647",1
"73648",0
"73649",55
"73652",299
"73656",25
"73658",1021
"73660",10
"73666",628
"73667",36
"73668",385
"73670",0
"73671",1
"73673",23
"73674",700
"73677",9
"73679",0
"73680",141
"73681",229
"73683",415
"73689",236
"73690",12
"73692",1525
"73693",0
"73694",948
"73696",0
"73699",471
"73703",0
"73707",223
"73708",0
"73710",2164
"73711",354
"73712",76
"73713",108
"73719",0
"73720",73
"73721",46
"73722",0
"73723",1108
"73724",366
"73728",8446
"73729",314
"73730",0
"73732",0
"73736",30
"73737",1089
"73738",120
"73739",482
"73744",1054
"73747",119
"73748",14
"73750",856
"73754",255
"73761",42
"73772",0
"73774",29
"73779",0
"73784",0
"73792",0
"73795",0
"73796",1
"73803",0
"73804",1
"73806",0
"73808",0
"73809",0
"73811",3
"73813",3
"73815",0
"73816",0
"73820",0
"73822",503
"73824",236
"73825",2423
"73826",1785
"73827",121
"73828",699
"73830",1860
"73833",208
"73834",7923
"73835",0
"73836",385
"73844",1897
"73845",404
"73847",69
"73852",299
"73855",6
"73856",0
"73857",0
"73862",11
"73863",0
"73865",0
"73866",1
"73867",3
"73870",7
"73872",0
"73873",70
"73874",2
"73877",1
"73883",0
"73884",1473
"73886",52
"73887",2
"73889",0
"73892",0
"73893",31
"73894",1
"73895",1
"73899",1
"73902",1
"73904",14
"73906",9
"73910",264
"73914",33
"73915",3
"73916",1444
"73918",0
"73919",170
"73921",5
"73922",0
"73924",0
"73934",0
"73936",2
"73937",2
"73938",0
"73940",454
"73941",22
"73942",174
"73945",1892
"73949",0
"73951",0
"73959",0
"73961",0
"73962",0
"73965",0
"73968",6
"73972",0
"73973",0
"73976",0
"73977",0
"73980",0
"73985",1
"73988",0
"73989",8
"73990",4
"73991",3976
"73992",0
"73994",0
"73998",6365
"74002",1435
"74004",1116
"74006",6774
"74007",835
"74008",548
"74011",1476
"74012",1892
"74013",756
"74015",2461
"74016",17
"74018",1720
"74019",588
"74020",2223
"74022",5662
"74023",16
"74025",220
"74026",5083
"74030",832
"74032",136
"74034",195
"74035",558
"74038",266
"74039",52
"74041",19
"74042",0
"74043",302
"74044",67
"74045",1
"74048",565
"74050",9
"74051",459
"74052",53
"74053",704
"74054",1
"74055",487
"74057",1
"74059",0
"74061",0
"74062",0
"74065",0
"74066",0
"74068",0
"74069",0
"74071",27
"74072",2
"74075",3
"74076",23
"74080",83
"74081",2355
"74087",1
"74088",0
"74090",90
"74091",121
"74092",0
"74094",322
"74096",35
"74097",187
"74098",667
"74100",14299
"74102",1356
"74103",2561
"74104",566
"74105",638
"74106",3178
"74107",9
"74108",960
"74111",376
"74112",821
"74114",972
"74116",17
"74117",2526
"74120",426
"74121",7
"74122",803
"74123",1081
"74125",2521
"74126",1123
"74127",190
"74129",22
"74131",33
"74132",1450
"74133",370
"74134",113
"74136",5973
"74137",15
"74140",613
"74142",1746
"74143",6802
"74144",170
"74145",82
"74147",79
"74148",2676
"74149",447
"74150",592
"74152",6
"74153",77
"74154",558
"74155",745
"74156",14
"74157",210
"74158",1473
"74159",2599
"74161",0
"74164",3077
"74165",16
"74166",2237
"74167",1039
"74168",536
"74169",10
"74173",335
"74174",1
"74175",2
"74176",1
"74178",888
"74179",0
"74180",1
"74182",3403
"74183",50
"74184",4
"74185",376
"74186",376
"74187",1078
"74188",0
"74189",4478
"74190",31
"74191",238
"74192",1553
"74194",441
"74195",2341
"74196",532
"74197",329
"74198",143
